@relation '<netmate-2017-06-07-17:00:43-1>-weka.filters.unsupervised.attribute.Remove-R1-5-weka.filters.supervised.instance.Resample-B0.0-S1-Z60.0-no-replacement-V-weka.filters.supervised.instance.Resample-B0.0-S1-Z50.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R4-5,8-10,13-19,22,27,29-33,36-37-weka.filters.unsupervised.attribute.Remove-R13-14'

@attribute total_fpackets numeric
@attribute total_fvolume numeric
@attribute total_bpackets numeric
@attribute mean_fpktl numeric
@attribute max_fpktl numeric
@attribute max_bpktl numeric
@attribute std_bpktl numeric
@attribute std_biat numeric
@attribute duration numeric
@attribute mean_active numeric
@attribute max_active numeric
@attribute std_active numeric
@attribute fpsh_cnt numeric
@attribute bpsh_cnt numeric
@attribute total_fhlen numeric
@attribute total_bhlen numeric
@attribute class {vpn,normal}

@data
6866,2519296,5964,366,3300,33620,3243,107510,590025656,3745975,54037443,8143301,4629,4528,274660,238564,vpn
386,113910,345,295,1500,10260,1288,137741,590025890,808765,4931989,1063635,286,231,15460,13804,vpn
1452,436170,1208,300,1530,10260,1195,153751,590026870,1541352,10436664,2316054,1009,871,58100,48324,vpn
962,271926,822,282,1500,7340,1031,150511,590025612,1422974,10361697,1854517,688,589,38500,32884,vpn
1177,320902,989,272,1818,8800,1054,144228,590025184,1174396,9458674,1743628,792,733,47100,39564,vpn
878,237294,727,270,1500,14640,1740,170760,590026554,627805,5309550,1034490,554,517,35140,29084,vpn
877,281624,738,321,1614,10260,1219,140769,590026270,922333,11554740,1539632,606,475,35100,29524,vpn
932,260128,749,279,2338,11720,1516,206343,590024803,1504734,15326763,2711060,597,576,37300,29964,vpn
268,58624,227,218,1500,19020,1688,182759,590025047,577858,6424443,1135567,188,157,10740,9084,vpn
2114,532928,1939,252,2960,29240,4107,141802,517414031,794105,7450180,1061211,1291,1490,84580,77564,vpn
2268,678712,1964,299,1500,13180,1760,136486,590025832,2024669,9641169,2248143,1602,1502,90740,78564,vpn
1344,390688,1114,290,1500,19020,1810,157034,590025606,1097205,15218619,2211825,905,814,53780,44564,vpn
1322,388228,1151,293,1500,21940,1388,154693,590027582,960916,8764893,1698790,923,863,52900,46044,vpn
21,5062,17,241,1500,1500,425,305501,14657026,303811,1079234,395900,13,8,860,684,vpn
1309,394466,1094,301,2960,13180,1428,154207,590025455,998125,7916054,1663535,865,812,52380,43764,vpn
541,143156,516,264,1500,11720,2082,128418,590025722,716988,4748226,1085169,376,381,21660,20644,vpn
1602,452014,1342,282,1500,33620,1660,167604,590024948,1392104,16135294,2441148,1157,993,64100,53684,vpn
40,7590,34,189,1500,1500,313,251789,590025530,346490,1106490,379109,25,16,1620,1364,vpn
39,7368,32,188,1500,1500,321,293143,590026385,365159,1103275,368180,24,16,1580,1284,vpn
775,243878,662,314,1500,11720,1116,131217,590025338,1000000,6361513,1256861,562,462,31020,26484,vpn
1474,433072,1202,293,1500,17560,1702,173828,590026578,1089976,7661644,1516014,989,918,58980,48084,vpn
3169,978516,3063,308,3404,36540,4878,82973,590025653,1110593,8298421,1642079,1998,2682,126780,122524,vpn
40,7590,34,189,1500,1500,313,281801,590027072,371877,1245377,395989,25,16,1620,1364,vpn
1147,187622,1024,163,1500,11720,1825,171315,730977345,697087,6622177,963235,679,761,45900,40964,vpn
150,31742,129,211,1500,8800,1276,165405,590025380,399140,1667899,434848,103,79,6020,5164,vpn
1849,595160,1582,321,2960,13180,1271,152633,590023870,1660883,7707919,1725159,1298,1128,73980,63284,vpn
40,7590,34,189,1500,1500,313,265611,590030091,390449,1201606,379844,25,16,1620,1364,vpn
2287,714520,1848,312,1500,19020,1646,162498,590027401,2689425,18281201,3662298,1543,1388,91500,73924,vpn
1913,606590,1597,317,1500,13180,1285,144389,590025999,1314689,16216923,2053950,1262,1145,76540,63884,vpn
1348,443370,1164,328,2960,10260,1242,166764,590024572,1075176,7458587,1449971,936,830,53940,46564,vpn
994,251072,838,252,1500,8800,1350,138410,590028640,1087110,15857344,2277572,689,678,39780,33524,vpn
1240,424102,1024,342,2960,8800,1335,140532,590025863,1047799,8171722,1561552,824,755,49620,40964,vpn
1573,459472,1301,292,2378,17560,1691,146616,590025189,2299834,17907130,3480342,1030,1010,62940,52044,vpn
4071,1296748,3719,318,2960,43840,5120,103652,590026162,1725721,10990695,2282274,2585,3138,162860,148764,vpn
1273,397000,1086,311,2958,17560,1597,169577,590025559,2330668,16586401,3350046,900,785,50940,43444,vpn
1007,299640,918,297,1500,13180,1509,131072,589998296,978932,8755523,1497309,737,669,40300,36724,vpn
1624,525658,1373,323,2960,13180,1282,135069,590026413,1220340,8575903,1517561,1113,981,64980,54924,vpn
3503,1279360,3009,365,2960,20480,1404,142402,590024456,1828893,14813612,2277633,2450,2135,140140,120364,vpn
511,143552,444,280,1500,16100,1529,168248,590025448,752082,5195370,1051163,360,308,20460,17764,vpn
42,7670,35,182,1500,1198,290,247119,590025258,396629,1170992,377933,25,16,1700,1404,vpn
1020,348756,857,341,1930,8800,1088,154083,590024939,1404247,6966517,1756549,714,553,40820,34284,vpn
630,148504,599,235,2088,8800,1491,132384,590025790,820374,4731396,967677,423,451,25220,23964,vpn
1570,496894,1460,316,2960,13180,1825,131706,590023001,1506737,10448135,2300790,1038,1136,62820,58404,vpn
676,173488,641,256,2120,11720,1591,181420,590025645,1060776,7213608,1609988,500,419,27060,25644,vpn
1094,296776,1016,271,1500,29240,4488,95151,300038840,593015,2892991,766614,625,859,43780,40644,vpn
28227,8775682,28194,310,7466,46760,4345,60317,1455334658,1154398,15771182,1865399,16088,24738,1129100,1127764,vpn
1262,423056,1084,335,1620,14640,2038,177414,590024836,1190877,12064251,2007194,896,693,50500,43364,vpn
33,5099,27,154,557,4420,1008,64119,103240272,53452,293948,99098,9,11,1340,1084,vpn
1563,478870,1304,306,2960,16100,1866,150051,590026704,1779083,14950671,2908811,1068,967,62540,52164,vpn
1633,498630,1414,305,2960,16100,1321,130578,590029190,1204720,10452471,1984877,1163,1007,65340,56564,vpn
456,120270,393,263,1500,8800,1314,133545,590024678,564354,7551990,1147115,316,270,18260,15724,vpn
479,92906,467,193,1500,14640,2068,145281,376022231,971732,6368207,1689093,345,392,19180,18684,vpn
1422,411120,1170,289,2960,14640,1524,189817,590024579,1352960,15825939,2131128,991,862,56900,46804,vpn
329,95260,293,289,2960,14640,1256,160376,590025326,865245,4756899,1124483,244,195,13180,11724,vpn
929,209622,884,225,1500,20480,3491,115727,395952034,771239,4002521,1049272,508,729,37180,35364,vpn
40,7590,34,189,1500,1500,313,311406,590024165,504982,2222305,646678,25,16,1620,1364,vpn
1295,481910,1217,372,8800,29240,5147,66073,75668742,953777,4565512,1495966,675,982,51820,48684,vpn
675,178430,576,264,1500,14640,1203,144860,590024866,906028,5134810,1107578,458,402,27020,23044,vpn
1172,376012,1001,320,2960,8800,1053,162110,590026831,1148101,8549803,1760825,779,708,46900,40044,vpn
1390,426968,1131,307,2960,11720,1320,168775,590025205,990369,10827821,1786984,918,798,55620,45244,vpn
1691,537344,1412,317,1500,14640,1631,144668,590028066,1421463,14525794,2287108,1173,1019,67660,56484,vpn
40,7590,34,189,1500,1500,313,250542,590030775,387375,1154850,381124,25,16,1620,1364,vpn
377,76322,305,202,1500,14640,2071,177429,590025591,406697,5007237,726052,250,198,15100,12204,vpn
350,96986,320,277,1500,13180,1845,145156,590025130,791194,5891724,1397431,247,212,14020,12804,vpn
339,79000,309,233,1500,14640,2316,199530,590024953,765537,5216047,1192029,241,205,13580,12364,vpn
607,184794,513,304,2960,13180,1531,153223,590025178,933339,7843905,1320601,396,354,24300,20524,vpn
2758,873748,2429,316,2510,35080,2665,139433,590029622,1577301,16476322,2399195,1851,1864,110340,97164,vpn
1282,398464,1095,310,1576,10260,1249,154732,590018150,1272966,8733506,1672313,935,784,51300,43804,vpn
40,7590,34,189,1500,1500,313,255575,590027710,359546,1127566,373006,24,17,1620,1364,vpn
1064,358044,859,336,1614,17560,2138,187849,590025072,1237821,9985273,1864026,739,564,42580,34364,vpn
496,132330,442,266,1500,11720,1229,147135,590025606,1126296,4476589,1085829,348,321,19860,17684,vpn
1359,433290,1158,318,1500,17560,1503,149657,590027320,1530618,14959092,2632816,925,889,54380,46324,vpn
2053,618256,1788,301,2960,14640,1598,154697,590025226,1647443,17013373,2661125,1369,1389,82140,71524,vpn
1052,346288,911,329,1500,7340,1111,173111,590025181,1305676,9732514,2005802,769,620,42100,36444,vpn
177,51050,157,288,1500,14640,1861,163564,590025265,635342,2386936,623076,126,106,7100,6284,vpn
1599,470270,1331,294,1500,17560,1499,159498,590025496,1352604,9626267,1913228,1091,968,63980,53244,vpn
1000,293358,852,293,1500,29240,1991,165511,590029107,1489216,12213562,1922603,712,601,40020,34084,vpn
39,7494,34,192,1500,1500,313,279637,590024682,406247,1243337,409099,23,17,1580,1364,vpn
1186,370712,1026,312,1500,13180,1501,158944,590023249,1771869,14835515,2578578,874,716,47460,41044,vpn
2803,848624,2400,302,2960,17560,1609,142316,590024961,2020360,16621999,2878141,1949,1843,112140,96004,vpn
5423,1582610,5104,291,2184,24860,3534,66801,578159990,1243857,24443549,3119982,3510,4322,216940,204164,vpn
986,321648,831,326,1500,10260,1347,155034,590024344,1194399,7068402,1916907,674,624,39460,33244,vpn
1088,343080,945,315,1500,13180,1623,141571,590026271,1077178,11082272,1952356,764,717,43540,37804,vpn
3556,1542908,2897,433,2960,16100,1176,127099,590025097,6361122,134971750,23453544,2265,1763,142260,115884,vpn
2323,756372,1884,325,2960,14640,1543,147539,590025359,1740971,16833497,3096379,1572,1388,92940,75364,vpn
1931,577626,1599,299,2688,23400,1689,157779,590023791,1375667,15716500,2268667,1344,1205,77260,63964,vpn
1577,469746,1357,297,1500,8800,1072,166148,590026789,1615491,8684818,1841677,1135,969,63100,54284,vpn
497,115478,421,232,1500,7340,871,162276,590030222,1001795,5686278,1133033,340,300,19900,16844,vpn
1308,375966,1097,287,1500,10260,1324,165369,590025364,1761177,13880264,2483573,911,805,52340,43884,vpn
1311,441506,1128,336,1978,10260,1286,176180,590022224,1676815,18204288,2923335,944,825,52460,45124,vpn
855,254006,681,297,1500,24860,2092,139711,590024742,1017065,8786759,1518632,570,516,34220,27244,vpn
1611,488592,1383,303,2960,21940,1312,157055,590025216,1023594,15669780,1914931,1105,1023,64460,55324,vpn
872,258428,726,296,2960,13180,1873,153738,590028118,899192,8726297,1511081,583,546,34900,29044,vpn
1433,450938,1173,314,2960,11720,1187,173088,590024592,1649473,15054502,2768740,930,839,57340,46924,vpn
133,24896,115,187,1500,5880,574,164167,590025746,336841,1758454,415968,88,69,5340,4604,vpn
39,7494,33,192,1500,1500,317,250640,590025885,365495,1103127,374970,23,17,1580,1324,vpn
1314,365198,1119,277,2960,11720,1615,167341,590026202,1110536,10550721,1893566,879,800,52580,44764,vpn
40,7590,34,189,1500,1500,313,236083,590027207,373358,1107262,365310,24,17,1620,1364,vpn
778,214264,677,275,1500,14640,1367,187983,590026229,1058859,9493499,1488683,564,460,31140,27084,vpn
21296,3800206,22048,178,1500,21940,2556,28734,590026866,1514736,47455693,5541437,14441,20423,851860,881924,vpn
1238,362070,1048,292,2960,23400,1526,181368,590024284,1293125,20118172,2577895,862,672,49540,41924,vpn
2255,680376,1893,301,2960,14640,1349,142824,590027403,1319682,13395882,1993658,1508,1406,90220,75724,vpn
4513,1271140,4348,281,2960,29240,3868,78916,590028198,1061823,10005754,1671570,2932,3909,180540,173924,vpn
460,115412,416,250,1500,14640,1427,177745,590025235,1009084,6996908,1526491,330,290,18420,16644,vpn
759,211678,646,278,1500,13180,1434,143626,590026119,863231,8770027,1467214,517,474,30380,25844,vpn
1429,415354,1158,290,1500,24860,1552,163925,590025281,1231347,16884788,2415848,987,849,57180,46324,vpn
1946,620926,1610,319,2960,16100,1776,147962,590023564,1255430,15997130,2168595,1364,1199,77860,64404,vpn
2460,787758,2069,320,1500,29240,1825,155109,590028461,1870367,15477958,2940180,1714,1551,98420,82764,vpn
1272,385094,1022,302,1500,20480,1342,153152,590025772,1045054,9792634,1759527,876,751,50900,40884,vpn
3783,1063898,3303,281,1500,21940,2004,119385,590019767,1486983,10759449,2187357,2646,2661,151340,132124,vpn
1439,422122,1194,293,1500,14640,1654,163815,590026250,977476,8729928,1444120,984,894,57580,47764,vpn
40,7590,34,189,1500,1500,313,270851,590024951,364959,1190989,396356,25,16,1620,1364,vpn
1099,337494,922,307,2228,11720,1150,142610,590026410,871394,10478218,1904582,746,636,43980,36884,vpn
1980,548776,1966,277,1500,27780,3579,90496,590027318,924125,10691724,1829407,1160,1707,79220,78644,vpn
1168,314698,982,269,2624,11720,1493,178563,590026201,1072136,8300951,1572828,754,700,46740,39284,vpn
1701,545234,1404,320,2960,26320,1793,149746,590028598,1813593,14260529,2571846,1153,1058,68060,56164,vpn
46,10180,39,221,1500,1500,295,238240,590026242,289834,1095567,335445,29,19,1860,1564,vpn
4857,883378,3995,181,1500,20480,1945,150096,7710571517,282719,6692261,506465,3055,2787,194300,159804,vpn
2425,779936,2036,321,2960,33620,1963,151681,590025973,2153325,14052472,2556798,1663,1494,97020,81444,vpn
3690,1038680,3314,281,4420,21940,2795,132203,590025330,1925413,12268435,2607557,2569,2765,147620,132564,vpn
1290,373984,1130,289,2960,14640,1482,162803,590025644,1294897,8771785,1679239,869,833,51620,45204,vpn
1061,326056,891,307,1500,13180,1486,182467,590025286,1162117,9617514,1626828,751,637,42460,35644,vpn
1996,653206,1701,327,2960,13180,1296,145677,590026338,1451871,18070348,2488587,1371,1226,79860,68044,vpn
1211,352708,1020,291,2960,23400,1719,193235,590026459,1572943,15991624,2678284,838,632,48460,40804,vpn
2074,637390,2047,307,2710,32160,4313,107789,590025209,1281527,9376993,1892539,1288,1689,82980,81884,vpn
40,7408,34,185,1500,1500,315,249320,590026622,349633,1098471,358338,24,15,1620,1364,vpn
38,7146,31,188,1500,1500,325,307296,590025314,296991,1106453,392850,23,16,1540,1244,vpn
1581,487786,1296,308,2960,13180,1458,127850,590024788,1325208,9666959,2067972,1095,948,63260,51844,vpn
910,304976,808,335,2960,13180,1512,152934,590025298,1114222,8108717,1681474,656,548,36420,32324,vpn
4247,1288282,3956,303,1648,43840,4336,105800,590027298,1846936,28377578,3675255,2878,3389,169900,158244,vpn
1823,579180,1511,317,2960,24860,1626,160155,590026027,1548783,13245334,2121649,1273,1120,72940,60444,vpn
1452,426962,1193,294,2960,10260,1063,186378,590025513,1411816,5650412,1506179,1049,822,58100,47724,vpn
1151,345026,983,299,1500,13180,1121,159809,590027048,1537013,6812219,1756246,828,695,46060,39324,vpn
367,98334,327,267,1500,10260,1119,179958,590026242,545384,10250638,1446909,246,214,14700,13084,vpn
59,11620,52,196,1500,2960,484,180069,590024458,391040,1096830,348926,37,28,2380,2084,vpn
130,24000,113,184,1500,4420,459,440526,590024904,1212544,6226690,1851159,91,47,5220,4524,vpn
1026,307456,879,299,1500,8800,1054,167131,590024524,1462416,5854924,1446489,760,611,41060,35164,vpn
1101,350358,954,318,1500,10260,1146,146952,590024280,1250749,7312818,1535067,786,696,44060,38164,vpn
1782,694840,1488,389,2960,16100,1403,146529,590024925,1237391,12226459,2281806,1248,1040,71300,59524,vpn
40,7590,34,189,1500,1500,313,247891,590026997,359408,1103229,360794,25,16,1620,1364,vpn
1117,366086,977,327,2960,10260,1434,152990,590027330,1315229,7557720,1574027,800,677,44700,39084,vpn
250,50262,223,201,1500,5880,890,184772,590027630,502278,2648493,587448,169,149,10020,8924,vpn
2212,672974,1858,304,1682,11720,1355,159075,590026209,1757841,17950555,2686218,1531,1362,88500,74324,vpn
68,13196,57,194,1500,2960,470,199885,590024928,337447,1138768,337125,42,32,2740,2284,vpn
1319,397654,1134,301,2960,16100,1355,150397,590025953,1096769,6820215,1355984,942,827,52780,45364,vpn
1098,336072,892,306,2960,10260,1135,163460,590028436,1388371,14960372,2456770,759,635,43940,35684,vpn
2128,661266,1899,310,2960,21940,1741,162940,590025697,1641827,8737886,1986183,1505,1410,85140,75964,vpn
1244,373546,1029,300,1500,17560,1496,158130,590025818,1563666,9459086,2057813,865,759,49780,41164,vpn
3236,1074126,2607,331,3066,14640,1575,136259,590026399,2192817,19106233,3259659,2122,1996,129460,104284,vpn
1520,495632,1304,326,2960,13180,1290,163631,590030469,1405271,16121103,2165386,1044,965,60820,52164,vpn
814,244158,703,299,2942,14640,1274,193631,590025781,1352759,19513847,3040918,622,366,32580,28124,vpn
1562,416142,1348,266,1500,16100,2342,142955,590023724,1259256,9799329,1789851,1010,1064,62500,53924,vpn
1245,450398,1027,361,8812,14640,1657,139829,590025882,1738359,13995594,2739299,830,751,49820,41084,vpn
969,274590,818,283,2628,16100,2167,143243,590025459,724908,17078160,2110078,696,629,38780,32724,vpn
1051,470066,888,447,4420,8800,1273,152554,590026973,1827820,9510457,2545855,702,624,42060,35524,vpn
1428,430556,1213,301,1500,13180,1423,183330,590028168,1382468,17163371,2259157,1043,893,57140,48524,vpn
925,282488,816,305,2960,10260,1204,167413,590029079,1419468,9431574,2089729,658,507,37020,32644,vpn
39,7494,33,192,1500,1500,317,270686,590026283,396133,1235020,418228,24,16,1580,1324,vpn
53,9514,44,179,1500,1500,279,245432,590026257,315769,1205446,354708,34,22,2140,1764,vpn
6654,2018456,6259,303,2960,27780,3508,104044,876904386,1467342,12092924,2193187,4038,5084,266180,250364,vpn
1739,534908,1516,307,2960,14640,1441,138351,590025602,1148076,8881099,1733254,1159,1188,69580,60644,vpn
1207,396016,1035,328,1500,14640,1821,127762,590025559,982361,8096110,1596755,852,754,48300,41404,vpn
1087,303804,910,279,1500,10260,888,146497,590027459,1072888,7862168,1500031,745,639,43500,36404,vpn
1811,607084,1534,335,1664,14640,1427,151661,590024863,1975750,15562030,2733414,1326,1148,72460,61364,vpn
2355,874204,2002,371,3780,13180,1460,137532,590026378,1628253,14578621,2572132,1672,1424,94220,80084,vpn
2623,751064,2473,286,1784,17560,2583,131157,590025399,1775316,16314556,2590928,1760,2040,104940,98924,vpn
1399,537992,1225,384,4420,14640,1617,122907,590025413,982342,12771882,2056890,995,887,55980,49004,vpn
572,150040,505,262,1500,11720,1433,219520,590025567,1082939,6621092,1444723,419,326,22900,20204,vpn
901,246870,791,273,2960,21940,1944,155935,590024600,989315,9402575,1497391,645,539,36060,31644,vpn
1089,329518,921,302,2960,10260,1240,153943,590025074,1622498,9145157,2019067,767,661,43580,36844,vpn
1093,325354,916,297,1500,11720,1666,163263,590029673,1445116,14990300,2456964,730,694,43740,36644,vpn
1076,282294,905,262,2960,11720,1087,181663,590024613,1056289,11415672,1609398,696,633,43060,36204,vpn
4299,1021516,4062,237,2960,43840,3209,100473,2856916964,725718,6904129,577594,2819,2951,171980,162484,vpn
364,105826,326,290,1500,13180,1272,114460,590026244,507832,4491922,741719,253,206,14580,13044,vpn
625,186898,533,299,2960,11720,1315,145408,590027467,615334,7496691,1081166,378,374,25020,21324,vpn
6,484,6,80,96,44,1,847957,14768564,368606,1226773,576391,4,0,260,244,vpn
452,127756,412,282,1500,13180,1318,193666,590026809,1721259,12913182,2510524,357,209,18100,16484,vpn
2072,648332,1692,312,2960,17560,1398,174275,590026545,1599967,9547452,1975789,1414,1303,82900,67684,vpn
1033,286698,850,277,1524,16100,1357,186678,590025133,1366178,8258445,1610879,710,602,41340,34004,vpn
2277,668008,1911,293,2960,14640,1857,140205,590025286,2787103,22627411,3745056,1546,1442,91100,76444,vpn
1038,313116,904,301,1500,8800,995,151767,590024814,1075598,8190180,1465112,723,635,41540,36164,vpn
1013,279010,850,275,1500,10260,1103,150684,590025144,1095150,6319487,1398429,721,604,40540,34004,vpn
1800,583330,1490,324,1500,14640,1511,164908,590025665,2376870,16681254,3019620,1282,1056,72020,59604,vpn
619,203396,572,328,2136,14640,1530,145290,590014228,1068166,5445679,1401238,474,390,24780,22884,vpn
1759,543844,1483,309,2960,17560,1736,164037,590023270,2187274,14606847,2668534,1235,1060,70380,59324,vpn
745,175694,673,235,1500,14640,2171,129873,590025516,728438,8489858,1265030,513,475,29820,26924,vpn
1277,404200,1076,316,2330,16100,1719,132630,590027121,1190073,8701245,1415019,919,779,51100,43044,vpn
121,26750,106,221,1500,5880,606,121685,29850984,1044619,8414115,2598565,90,60,4860,4244,vpn
1285,406564,1098,316,2960,11720,1079,148248,590024992,1022212,10906464,1844557,890,777,51420,43924,vpn
1188,311584,1008,262,1500,10260,1020,139561,590025981,919130,5684725,1145629,830,717,47540,40324,vpn
1384,413930,1165,299,2960,14640,1345,161263,590023425,812005,8295601,1279766,940,836,55380,46604,vpn
50,5681,33,113,1376,1148,257,72406,11595970,754803,1079670,289588,24,28,2020,1324,vpn
1128,350900,941,311,1500,11720,1485,161434,590025038,781584,7595747,1234692,708,662,45140,37644,vpn
2133,664080,2017,311,2798,36540,2790,91531,590031218,1187236,14389123,2326118,1664,1696,85340,80684,vpn
1234,375786,1021,304,2960,14640,1331,155428,590029571,1577059,9045758,1962687,866,730,49380,40844,vpn
39,7550,33,193,1500,1500,317,306164,50562832,418393,1238172,390487,25,16,1580,1324,vpn
1303,403378,1102,309,1500,16100,1736,159112,590025076,1656689,12115825,2352202,925,793,52140,44084,vpn
4,292,4,73,96,44,2,767579,3254199,557302,1113590,786709,2,0,180,164,vpn
40,7542,34,188,1500,1500,313,257044,590026355,338805,1102737,360536,25,16,1620,1364,vpn
2943,963264,2476,327,2960,14640,1625,126208,590025983,1431174,16648735,2379897,2054,1858,117740,99044,vpn
2411,724796,2109,300,2960,20480,2087,141500,590027564,1733124,12982790,2430503,1602,1584,96460,84364,vpn
3347,1241090,2759,370,2960,14640,1389,155082,590025448,1773155,13943554,2283412,2197,1964,133900,110364,vpn
1488,403796,1230,271,1500,14640,1292,131403,590023264,1561499,17725027,3005533,995,962,59540,49204,vpn
1008,266552,828,264,2234,19020,1765,158033,590024212,1041538,16328960,2162253,687,608,40340,33124,vpn
1762,533846,1514,302,1500,20480,1632,150790,590026597,1480230,8935630,1849851,1253,1094,70500,60564,vpn
2648,831612,2150,314,2960,16100,1590,160622,590026275,2521091,19953924,3584729,1804,1620,105940,86004,vpn
918,251972,768,274,1500,8800,902,172184,590026320,1131177,5820675,1472484,655,532,36740,30724,vpn
40,7590,34,189,1500,1500,313,268333,590026262,395388,1211007,380141,25,17,1620,1364,vpn
1649,500896,1577,303,1500,24860,3253,91847,590025297,857766,7574356,1383900,1125,1262,65980,63084,vpn
892,284656,795,319,1500,29240,1543,160237,590024954,1274191,6218333,1438806,615,581,35700,31804,vpn
1754,526054,1454,299,2960,13180,1614,162669,590025526,1157412,10267615,1889557,1157,1013,70180,58164,vpn
2025,589136,1734,290,1500,27780,1552,154064,590027013,1678313,17492897,2747871,1427,1263,81020,69364,vpn
123,25924,107,210,1500,2960,451,188909,444872169,644262,2373584,636067,84,64,4940,4284,vpn
1537,435690,1265,283,1500,13180,1094,151609,590019384,1099764,8593331,1490459,1079,938,61500,50604,vpn
1906,579762,1583,304,1500,16100,1654,156206,590024735,1708472,16015224,2584880,1294,1205,76260,63324,vpn
1247,403884,1093,323,1500,17560,1623,135045,590025285,1037324,7744113,1591344,877,824,49900,43724,vpn
3251,1382124,2688,425,4602,13180,1177,130489,590025227,1766349,12560497,2102677,2195,1868,130060,107524,vpn
1253,379956,1105,303,1500,11720,1052,146212,590026525,1063867,13090620,1776948,916,787,50140,44204,vpn
146,27226,121,186,1500,2960,471,160503,590024729,440055,1429321,420706,89,73,5860,4844,vpn
2790,451688,1954,161,2960,16100,1228,174706,8367615025,148626,8695719,485091,1628,1526,111620,78164,vpn
929,255348,849,274,1500,33620,2847,177524,590027462,1101694,16460617,2264705,640,552,37180,33964,vpn
2093,646768,1760,309,2960,11720,1274,138085,590020494,1704001,10603033,2353079,1467,1267,83740,70404,vpn
808,246900,667,305,1500,10260,1272,197658,590025519,1462864,4629343,1244895,571,478,32340,26684,vpn
436,98604,372,226,1500,8800,1184,136113,590026213,415610,3871219,680330,292,264,17460,14884,vpn
1611,454162,1387,281,1500,24860,2961,154546,590023631,1667682,17044478,3078985,1160,1005,64460,55484,vpn
499,133782,449,268,1500,8800,910,180061,590027419,854911,9519331,1574278,378,288,19980,17964,vpn
561,122884,505,219,1500,10260,1176,158936,590027362,772994,10802367,1686974,392,340,22460,20204,vpn
2191,738938,1849,337,2960,19020,1578,142535,590027226,1484377,18337695,2885949,1564,1395,87660,73964,vpn
1316,410812,1129,312,2960,11720,1325,163076,590024287,1246722,7789914,1594744,915,770,52660,45164,vpn
1263,393778,1053,311,2960,14640,1635,201796,590026458,1481808,17878380,2666175,922,734,50540,42124,vpn
1307,378006,1094,289,2960,17560,1604,170654,590028847,1365614,6772727,1594381,930,776,52300,43764,vpn
5029,1411096,4597,280,3138,30700,4593,91838,692088485,951494,10178371,1432449,3001,3891,201180,183884,vpn
1853,554476,1547,299,1500,14640,1556,147588,590027780,1580174,10932589,2234253,1310,1154,74140,61884,vpn
2430,847534,2058,348,1650,20480,1540,144852,590026401,1765636,21853441,3020678,1726,1467,97220,82324,vpn
740,227460,654,307,2960,8800,1346,172054,590268032,1315656,8852117,2232518,524,472,29620,26164,vpn
2288,857640,1889,374,4420,14640,1454,148263,589998140,1436084,18069496,2604152,1578,1307,91540,75564,vpn
840,237672,722,282,1500,7340,950,186948,590024523,1177078,5863152,1238037,597,484,33620,28884,vpn
1807,537410,1575,297,1500,14640,1388,160403,590027430,1245698,9327050,1848072,1256,1125,72300,63004,vpn
1376,410240,1187,298,2064,10260,1245,151376,590024399,1428641,5076988,1425506,963,863,55060,47484,vpn
790,160178,670,202,1500,11720,1653,163669,604196703,578158,8081873,811202,525,426,31620,26804,vpn
40,7590,34,189,1500,1500,313,272127,590051291,369875,1211696,392093,25,16,1620,1364,vpn
908,279772,787,308,1500,13180,1382,143459,590025650,1052212,7753040,1449783,659,540,36340,31484,vpn
781,224886,650,287,2960,13180,1390,155092,590024454,942964,8664082,1425601,529,459,31260,26004,vpn
1047,325528,883,310,2960,11720,1222,196654,590026386,1089587,8618010,1740053,724,615,41900,35324,vpn
1389,440232,1180,316,1500,16100,2295,146232,590027689,1225668,19249019,2561970,975,879,55580,47204,vpn
476,126954,423,266,1500,5880,815,146456,590024711,1113711,3919419,1154056,336,309,19060,16924,vpn
1045,327394,883,313,1500,16100,1677,134836,590024876,858747,8276429,1410038,732,655,41820,35324,vpn
1125,362460,963,322,1500,19020,1777,194880,590024415,1682474,17431719,3052488,833,541,45020,38524,vpn
1178,348910,1006,296,1500,11720,1214,177115,590024650,1710198,10183860,1847401,841,739,47140,40244,vpn
2610,757624,2500,290,1500,40920,4300,95967,590025365,1204238,6642540,1617447,1834,2184,104420,100004,vpn
40,7590,35,189,1500,1500,310,267373,590028573,374382,1187771,390458,24,17,1620,1404,vpn
1524,445698,1256,292,2914,16100,1486,161940,590024534,1100282,8464835,1790243,1045,899,60980,50244,vpn
676,232014,586,343,2960,14640,1543,135398,590025107,883280,14253908,2229625,439,423,27060,23444,vpn
1664,486508,1435,292,1806,19020,1418,156622,590025546,1387077,8685746,1746426,1187,1028,66580,57404,vpn
84,14494,72,172,1500,2960,408,377652,590025319,666587,4191885,1166778,54,36,3380,2884,vpn
907,255044,769,281,1500,8800,919,142170,590027749,1133257,5075501,1204476,646,539,36300,30764,vpn
1376,419138,1160,304,2960,17560,1940,161022,590016502,2540048,17773323,3561853,905,870,55060,46404,vpn
1123,332332,962,295,1500,11720,1363,184780,590025480,1357950,8323338,1655075,744,699,44940,38484,vpn
1594,500554,1372,314,1500,8800,1074,150737,590025271,1570837,8754886,1854207,1137,972,63780,54884,vpn
580,146234,500,252,1500,8800,1111,180426,590026444,1183957,5821608,1162215,413,347,23220,20004,vpn
