Version,Protocol,SrcAddr,DestAddr,SrcPort,DestPort,SeqNum,dataSize
4,6,58.96.70.1,192.168.54.18,443,49768,1774665,0
4,6,58.96.70.1,192.168.54.18,443,49768,1774665,1452
4,6,58.96.70.1,192.168.54.18,443,49768,1776117,1452
4,6,58.96.70.1,192.168.54.18,443,49768,1777569,1452
4,6,58.96.70.1,192.168.54.18,443,49768,1779021,1452
4,6,178.255.83.235,192.168.54.18,443,50280,1784266,0
4,6,58.96.70.1,192.168.54.18,443,49768,1780473,1460
4,6,58.96.70.1,192.168.54.18,443,49768,1781933,1444
4,6,178.255.83.235,192.168.54.18,443,50280,1784266,258
4,6,178.255.83.1,192.168.54.18,80,48192,1785587,0
4,6,58.96.70.1,192.168.54.18,443,49768,1783377,1452
4,6,58.96.70.1,192.168.54.18,443,49768,1784829,1452
4,6,178.255.83.1,192.168.54.18,80,48192,1785588,1115
4,6,178.255.83.1,192.168.54.18,80,48192,1786703,0
4,6,178.255.83.1,192.168.54.18,80,48192,1786704,0
4,6,58.96.70.1,192.168.54.18,443,49768,1786281,1460
4,6,58.96.70.1,192.168.54.18,443,49768,1787741,1444
4,6,178.255.83.1,192.168.54.18,80,48194,1792408,0
4,6,58.96.70.1,192.168.54.18,443,49768,1789185,1452
4,6,178.255.83.1,192.168.54.18,80,48194,1792409,860
4,6,178.255.83.1,192.168.54.18,80,48194,1793269,0
4,6,178.255.83.1,192.168.54.18,80,48194,1793270,0
4,6,58.96.70.1,192.168.54.18,443,49768,1790637,1452
4,6,58.96.70.1,192.168.54.18,443,49768,1792089,1460
4,6,58.96.70.1,192.168.54.18,443,49768,1793549,1444
4,6,58.96.70.1,192.168.54.18,443,49768,1794993,1452
4,6,58.96.70.1,192.168.54.18,443,49768,1796445,1452
4,6,58.96.70.1,192.168.54.18,443,49768,1797897,1452
4,6,58.96.70.1,192.168.54.18,443,49768,1799349,1452
4,6,58.96.70.1,192.168.54.18,443,49768,1800801,1460
4,6,58.96.70.1,192.168.54.18,443,49768,1802261,1444
4,6,58.96.70.1,192.168.54.18,443,49768,1803705,1452
4,6,58.96.70.1,192.168.54.18,443,49768,1805157,1452
4,6,58.96.70.1,192.168.54.18,443,49768,1806609,1460
4,6,58.96.70.1,192.168.54.18,443,49768,1808069,1444
4,6,58.96.70.1,192.168.54.18,443,49768,1809513,1452
4,6,58.96.70.1,192.168.54.18,443,49768,1810965,435
4,6,178.255.83.235,192.168.54.18,443,50280,1784524,8760
4,6,178.255.83.235,192.168.54.18,443,50280,1793284,5840
4,6,178.255.83.235,192.168.54.18,443,50280,1799124,11680
4,6,178.255.83.235,192.168.54.18,443,50280,1810804,4380
4,6,178.255.83.235,192.168.54.18,443,50280,1815184,762
4,6,58.96.70.1,192.168.54.18,443,49768,1811400,0
4,6,58.96.70.1,192.168.54.18,443,49770,1763614,0
4,6,93.184.220.29,192.168.54.18,80,53130,1737875,0
4,6,93.184.220.29,192.168.54.18,80,53130,1737875,0
4,6,58.96.70.1,192.168.54.18,443,49782,1799230,0
4,6,58.96.70.1,192.168.54.18,443,49784,1806052,0
4,6,58.96.70.1,192.168.54.18,443,49786,1812874,0
4,6,58.96.70.1,192.168.54.18,443,49788,1819696,0
4,6,58.96.70.1,192.168.54.18,443,49770,1763614,37
4,6,58.96.70.1,192.168.54.18,443,49768,1811400,1452
4,6,58.96.70.1,192.168.54.18,443,49768,1812852,1460
4,6,58.96.70.1,192.168.54.18,443,49768,1814312,1444
4,6,58.96.70.1,192.168.54.18,443,49768,1815756,1460
4,6,58.96.70.1,192.168.54.18,443,49768,1817216,1444
4,6,58.96.70.1,192.168.54.18,443,49768,1818660,1460
4,6,58.96.70.1,192.168.54.18,443,49768,1820120,1444
4,6,58.96.70.1,192.168.54.18,443,49768,1821564,1460
4,6,58.96.70.1,192.168.54.18,443,49768,1823024,1444
4,6,58.96.70.1,192.168.54.18,443,49768,1824468,1460
4,6,58.96.70.1,192.168.54.18,443,49768,1825928,1444
4,6,58.96.70.1,192.168.54.18,443,49770,1763651,0
4,6,58.96.70.1,192.168.54.18,443,49788,1819697,0
4,6,58.96.70.1,192.168.54.18,443,49786,1812875,0
4,6,58.96.70.1,192.168.54.18,443,49784,1806053,0
4,6,58.96.70.1,192.168.54.18,443,49782,1799231,0
4,6,58.96.70.1,192.168.54.18,443,49768,1827372,1460
4,6,58.96.70.1,192.168.54.18,443,49768,1828832,1444
4,6,58.96.70.1,192.168.54.18,443,49768,1830276,1460
4,6,58.96.70.1,192.168.54.18,443,49768,1831736,1444
4,6,58.96.70.1,192.168.54.18,443,49768,1833180,1452
4,6,58.96.70.1,192.168.54.18,443,49790,1826519,0
4,6,58.96.70.1,192.168.54.18,443,49792,1833342,0
4,6,58.96.70.1,192.168.54.18,443,49794,1840165,0
4,6,58.96.70.1,192.168.54.18,443,49796,1846988,0
4,6,58.96.70.1,192.168.54.18,443,49782,1799231,145
4,6,58.96.70.1,192.168.54.18,443,49784,1806053,145
4,6,58.96.70.1,192.168.54.18,443,49782,1799376,0
4,6,58.96.70.1,192.168.54.18,443,49784,1806198,0
4,6,58.96.70.1,192.168.54.18,443,49786,1812875,145
4,6,58.96.70.1,192.168.54.18,443,49786,1813020,0
4,6,58.96.70.1,192.168.54.18,443,49788,1819697,145
4,6,58.96.70.1,192.168.54.18,443,49788,1819842,0
4,6,58.96.70.1,192.168.54.18,443,49796,1846989,0
4,6,58.96.70.1,192.168.54.18,443,49794,1840166,0
4,6,58.96.70.1,192.168.54.18,443,49792,1833343,0
4,6,58.96.70.1,192.168.54.18,443,49790,1826520,0
4,6,58.96.70.1,192.168.54.18,443,49770,1763651,1452
4,6,58.96.70.1,192.168.54.18,443,49770,1765103,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1833343,145
4,6,58.96.70.1,192.168.54.18,443,49792,1833488,0
4,6,58.96.70.1,192.168.54.18,443,49794,1840166,145
4,6,58.96.70.1,192.168.54.18,443,49790,1826520,145
4,6,58.96.70.1,192.168.54.18,443,49790,1826665,0
4,6,58.96.70.1,192.168.54.18,443,49796,1846989,145
4,6,58.96.70.1,192.168.54.18,443,49796,1847134,0
4,6,58.96.70.1,192.168.54.18,443,49794,1840311,0
4,6,58.96.70.1,192.168.54.18,443,49768,1834632,1452
4,6,58.96.70.1,192.168.54.18,443,49782,1799376,37
4,6,58.96.70.1,192.168.54.18,443,49784,1806198,37
4,6,58.96.70.1,192.168.54.18,443,49784,1806235,0
4,6,58.96.70.1,192.168.54.18,443,49782,1799413,0
4,6,58.96.70.1,192.168.54.18,443,49788,1819842,37
4,6,58.96.70.1,192.168.54.18,443,49788,1819879,0
4,6,58.96.70.1,192.168.54.18,443,49792,1833488,37
4,6,58.96.70.1,192.168.54.18,443,49790,1826665,37
4,6,58.96.70.1,192.168.54.18,443,49768,1836084,1452
4,6,58.96.70.1,192.168.54.18,443,49768,1837536,1452
4,6,58.96.70.1,192.168.54.18,443,49782,1799413,1452
4,6,58.96.70.1,192.168.54.18,443,49782,1800865,1452
4,6,58.96.70.1,192.168.54.18,443,49784,1806235,1452
4,6,58.96.70.1,192.168.54.18,443,49788,1819879,1452
4,6,58.96.70.1,192.168.54.18,443,49784,1807687,1452
4,6,58.96.70.1,192.168.54.18,443,49770,1766555,1452
4,6,58.96.70.1,192.168.54.18,443,49790,1826702,0
4,6,58.96.70.1,192.168.54.18,443,49792,1833525,0
4,6,58.96.70.1,192.168.54.18,443,49788,1821331,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1833525,1452
4,6,58.96.70.1,192.168.54.18,443,49790,1826702,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1834977,1452
4,6,58.96.70.1,192.168.54.18,443,49768,1838988,1460
4,6,58.96.70.1,192.168.54.18,443,49768,1840448,1444
4,6,58.96.70.1,192.168.54.18,443,49790,1828154,1452
4,6,58.96.70.1,192.168.54.18,443,49768,1841892,1452
4,6,58.96.70.1,192.168.54.18,443,49768,1843344,1452
4,6,58.96.70.1,192.168.54.18,443,49782,1802317,1452
4,6,58.96.70.1,192.168.54.18,443,49782,1803769,1452
4,6,58.96.70.1,192.168.54.18,443,49782,1805221,997
4,6,58.96.70.1,192.168.54.18,443,49784,1809139,1452
4,6,58.96.70.1,192.168.54.18,443,49784,1810591,1452
4,6,58.96.70.1,192.168.54.18,443,49784,1812043,997
4,6,58.96.70.1,192.168.54.18,443,49788,1822783,1452
4,6,58.96.70.1,192.168.54.18,443,49788,1824235,1452
4,6,58.96.70.1,192.168.54.18,443,49788,1825687,997
4,6,58.96.70.1,192.168.54.18,443,49784,1813040,0
4,6,58.96.70.1,192.168.54.18,443,49782,1806218,0
4,6,58.96.70.1,192.168.54.18,443,49770,1768007,1452
4,6,58.96.70.1,192.168.54.18,443,49770,1769459,997
4,6,58.96.70.1,192.168.54.18,443,49786,1813020,37
4,6,58.96.70.1,192.168.54.18,443,49782,1806218,90
4,6,58.96.70.1,192.168.54.18,443,49786,1813057,0
4,6,58.96.70.1,192.168.54.18,443,49770,1770456,0
4,6,58.96.70.1,192.168.54.18,443,49788,1826684,0
4,6,58.96.70.1,192.168.54.18,443,49784,1813040,90
4,6,58.96.70.1,192.168.54.18,443,49784,1813130,1460
4,6,58.96.70.1,192.168.54.18,443,49784,1814590,1444
4,6,58.96.70.1,192.168.54.18,443,49784,1816034,1460
4,6,58.96.70.1,192.168.54.18,443,49784,1817494,1444
4,6,58.96.70.1,192.168.54.18,443,49784,1818938,1460
4,6,58.96.70.1,192.168.54.18,443,49784,1820398,1444
4,6,58.96.70.1,192.168.54.18,443,49788,1826684,90
4,6,58.96.70.1,192.168.54.18,443,49788,1826774,1452
4,6,58.96.70.1,192.168.54.18,443,49788,1828226,1452
4,6,58.96.70.1,192.168.54.18,443,49788,1829678,1452
4,6,58.96.70.1,192.168.54.18,443,49788,1831130,1452
4,6,58.96.70.1,192.168.54.18,443,49788,1832582,1452
4,6,58.96.70.1,192.168.54.18,443,49788,1834034,1452
4,6,58.96.70.1,192.168.54.18,443,49770,1770456,90
4,6,58.96.70.1,192.168.54.18,443,49770,1770546,1460
4,6,58.96.70.1,192.168.54.18,443,49770,1772006,1444
4,6,58.96.70.1,192.168.54.18,443,49770,1773450,77
4,6,58.96.70.1,192.168.54.18,443,49784,1821842,1452
4,6,58.96.70.1,192.168.54.18,443,49784,1823294,1452
4,6,58.96.70.1,192.168.54.18,443,49784,1824746,1452
4,6,58.96.70.1,192.168.54.18,443,49784,1826198,1452
4,6,58.96.70.1,192.168.54.18,443,49784,1827650,1452
4,6,58.96.70.1,192.168.54.18,443,49784,1829102,1452
4,6,58.96.70.1,192.168.54.18,443,49784,1830554,1452
4,6,58.96.70.1,192.168.54.18,443,49784,1832006,1452
4,6,58.96.70.1,192.168.54.18,443,49784,1833458,1452
4,6,58.96.70.1,192.168.54.18,443,49784,1834910,646
4,6,58.96.70.1,192.168.54.18,443,49768,1844796,1452
4,6,58.96.70.1,192.168.54.18,443,49788,1835486,1452
4,6,58.96.70.1,192.168.54.18,443,49788,1836938,1452
4,6,58.96.70.1,192.168.54.18,443,49788,1838390,1452
4,6,58.96.70.1,192.168.54.18,443,49788,1839842,1452
4,6,58.96.70.1,192.168.54.18,443,49788,1841294,1452
4,6,58.96.70.1,192.168.54.18,443,49788,1842746,1452
4,6,58.96.70.1,192.168.54.18,443,49788,1844198,1452
4,6,58.96.70.1,192.168.54.18,443,49788,1845650,1452
4,6,58.96.70.1,192.168.54.18,443,49788,1847102,1452
4,6,58.96.70.1,192.168.54.18,443,49788,1848554,1452
4,6,58.96.70.1,192.168.54.18,443,49788,1850006,1452
4,6,58.96.70.1,192.168.54.18,443,49788,1851458,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1836429,1452
4,6,58.96.70.1,192.168.54.18,443,49790,1829606,1452
4,6,58.96.70.1,192.168.54.18,443,49788,1852910,1452
4,6,58.96.70.1,192.168.54.18,443,49788,1854362,1460
4,6,58.96.70.1,192.168.54.18,443,49788,1855822,1444
4,6,58.96.70.1,192.168.54.18,443,49788,1857266,1452
4,6,58.96.70.1,192.168.54.18,443,49788,1858718,738
4,6,58.96.70.1,192.168.54.18,443,49768,1846248,271
4,6,58.96.70.1,192.168.54.18,443,49782,1806308,1452
4,6,93.184.220.29,192.168.54.18,80,53126,1725039,0
4,6,58.96.70.1,192.168.54.18,443,49792,1837881,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1839333,997
4,6,58.96.70.1,192.168.54.18,443,49790,1831058,1452
4,6,58.96.70.1,192.168.54.18,443,49790,1832510,997
4,6,52.49.39.179,192.168.54.18,443,41058,1720979,0
4,6,58.96.70.1,192.168.54.18,443,49790,1833507,0
4,6,58.96.70.1,192.168.54.18,443,49792,1840330,0
4,6,58.96.70.1,192.168.54.18,443,49782,1807760,1452
4,6,52.32.150.180,192.168.54.18,443,57358,1714122,0
4,6,58.96.70.1,192.168.54.18,443,49782,1809212,1452
4,6,54.230.197.57,192.168.54.18,443,46254,1752583,0
4,6,58.96.70.1,192.168.54.18,443,49792,1840330,90
4,6,58.96.70.1,192.168.54.18,443,49792,1840420,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1841872,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1843324,1452
4,6,58.96.70.1,192.168.54.18,443,49790,1833507,90
4,6,58.96.70.1,192.168.54.18,443,49790,1833597,1460
4,6,58.96.70.1,192.168.54.18,443,49790,1835057,1444
4,6,178.255.83.235,192.168.54.18,443,50280,1815946,0
4,6,58.96.70.1,192.168.54.18,443,49790,1836501,1452
4,6,178.255.83.235,192.168.54.18,443,50280,1815946,0
4,6,58.96.70.1,192.168.54.18,443,49782,1810664,1452
4,6,58.96.70.1,192.168.54.18,443,49782,1812116,1452
4,6,58.96.70.1,192.168.54.18,443,49782,1813568,1452
4,6,58.96.70.1,192.168.54.18,443,49782,1815020,893
4,6,58.96.70.1,192.168.54.18,443,49792,1844776,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1846228,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1847680,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1849132,1452
4,6,58.96.70.1,192.168.54.18,443,49790,1837953,1452
4,6,58.96.70.1,192.168.54.18,443,49790,1839405,805
4,6,58.96.70.1,192.168.54.18,443,49792,1850584,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1852036,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1853488,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1854940,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1856392,1452
4,6,58.96.70.1,192.168.54.18,443,49794,1840311,0
4,6,58.96.70.1,192.168.54.18,443,49796,1847134,0
4,6,58.96.70.1,192.168.54.18,443,49792,1857844,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1859296,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1860748,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1862200,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1863652,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1865104,1452
4,6,58.96.70.1,192.168.54.18,443,49786,1813057,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1866556,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1868008,1460
4,6,58.96.70.1,192.168.54.18,443,49792,1869468,1444
4,6,58.96.70.1,192.168.54.18,443,49792,1870912,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1872364,1452
4,6,93.184.220.29,192.168.54.18,80,53128,1732639,0
4,6,58.96.70.1,192.168.54.18,443,49792,1873816,1452
4,6,58.96.70.1,192.168.54.18,443,49786,1814509,1452
4,6,58.96.70.1,192.168.54.18,443,49786,1815961,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1875268,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1876720,1460
4,6,58.96.70.1,192.168.54.18,443,49792,1878180,1444
4,6,58.96.70.1,192.168.54.18,443,49792,1879624,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1881076,1452
4,6,54.68.236.208,192.168.54.18,443,47772,1768780,0
4,6,58.96.70.1,192.168.54.18,443,49792,1882528,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1883980,1460
4,6,58.96.70.1,192.168.54.18,443,49792,1885440,1444
4,6,58.96.70.1,192.168.54.18,443,49792,1886884,1452
4,6,58.96.70.1,192.168.54.18,443,49786,1817413,1452
4,6,58.96.70.1,192.168.54.18,443,49786,1818865,997
4,6,54.230.197.88,192.168.54.18,443,33308,2142942,0
4,6,58.96.70.1,192.168.54.18,443,49786,1819862,0
4,6,58.96.70.1,192.168.54.18,443,49792,1888336,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1889788,1460
4,6,58.96.70.1,192.168.54.18,443,49792,1891248,1444
4,6,58.96.70.1,192.168.54.18,443,49792,1892692,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1894144,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1895596,1460
4,6,58.96.70.1,192.168.54.18,443,49792,1897056,1444
4,6,58.96.70.1,192.168.54.18,443,49792,1898500,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1899952,1452
4,6,58.96.70.1,192.168.54.18,443,49786,1819862,90
4,6,58.96.70.1,192.168.54.18,443,49786,1819952,1460
4,6,58.96.70.1,192.168.54.18,443,49786,1821412,1444
4,6,58.96.70.1,192.168.54.18,443,49786,1822856,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1901404,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1902856,1460
4,6,58.96.70.1,192.168.54.18,443,49792,1904316,1444
4,6,58.96.70.1,192.168.54.18,443,49792,1905760,1452
4,6,58.96.70.1,192.168.54.18,443,49792,1907212,689
4,6,58.96.70.1,192.168.54.18,443,49786,1824308,1452
4,6,58.96.70.1,192.168.54.18,443,49786,1825760,1452
4,6,58.96.70.1,192.168.54.18,443,49786,1827212,1452
4,6,58.96.70.1,192.168.54.18,443,49786,1828664,1452
4,6,58.96.70.1,192.168.54.18,443,49786,1830116,1452
4,6,58.96.70.1,192.168.54.18,443,49786,1831568,1452
4,6,58.96.70.1,192.168.54.18,443,49786,1833020,1452
4,6,58.96.70.1,192.168.54.18,443,49786,1834472,1452
4,6,58.96.70.1,192.168.54.18,443,49786,1835924,1452
4,6,58.96.70.1,192.168.54.18,443,49786,1837376,1452
4,6,58.96.70.1,192.168.54.18,443,49786,1838828,1452
4,6,58.96.70.1,192.168.54.18,443,49786,1840280,1452
4,6,58.96.70.1,192.168.54.18,443,49786,1841732,1452
4,6,58.96.70.1,192.168.54.18,443,49786,1843184,1452
4,6,58.96.70.1,192.168.54.18,443,49786,1844636,1452
4,6,58.96.70.1,192.168.54.18,443,49786,1846088,1452
4,6,58.96.70.1,192.168.54.18,443,49786,1847540,1452
