@relation '<netmate-2017-06-07-17:00:43-1>-weka.filters.unsupervised.attribute.Remove-R1-5-weka.filters.supervised.instance.Resample-B0.0-S1-Z60.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R4-5,8-10,13-19,22,27,29-33,36-37-weka.filters.unsupervised.attribute.Remove-R13-14'

@attribute total_fpackets numeric
@attribute total_fvolume numeric
@attribute total_bpackets numeric
@attribute mean_fpktl numeric
@attribute max_fpktl numeric
@attribute max_bpktl numeric
@attribute std_bpktl numeric
@attribute std_biat numeric
@attribute duration numeric
@attribute mean_active numeric
@attribute max_active numeric
@attribute std_active numeric
@attribute fpsh_cnt numeric
@attribute bpsh_cnt numeric
@attribute total_fhlen numeric
@attribute total_bhlen numeric
@attribute class {vpn,normal}

@data
1893,585192,1582,309,1500,24860,1991,150541,590025220,1709149,9846231,2070809,1268,1199,75740,63284,vpn
833,262418,717,315,2960,10260,1325,192918,590025189,1271461,14210287,2612501,627,407,33340,28684,vpn
2014,650894,1681,323,1616,27780,2167,151511,590025773,1802682,17735383,2491459,1406,1244,80580,67244,vpn
1093,333636,931,305,1508,11720,1187,181873,590026556,1551616,25555862,3458346,772,549,43740,37244,vpn
1122,321310,968,286,1500,7340,995,159922,590024747,1328861,5788364,1227399,812,696,44900,38724,vpn
653,203296,548,311,1500,7340,1005,154923,590024682,1210036,8532037,1747379,466,396,26140,21924,vpn
970,302794,814,312,2960,8800,1290,186876,590025926,939854,7928270,1605160,661,574,38820,32564,vpn
42,7860,34,187,1500,1500,313,240310,590028605,361653,1107220,361943,27,16,1700,1364,vpn
310,90198,277,290,2960,8800,1179,152162,590026832,773398,4715473,1091622,228,186,12420,11084,vpn
966,268912,828,278,1500,8800,1084,149554,590024784,1391412,5831484,1390045,666,579,38660,33124,vpn
640,181272,513,283,1500,14640,1242,142473,590025397,979514,3337540,633493,380,345,25620,20524,vpn
1059,330276,887,311,2960,11720,1382,167938,590026099,1224333,8644479,1616143,726,648,42380,35484,vpn
1428,433580,1217,303,2352,13180,1136,171438,590024898,1457050,8666038,1905296,1019,851,57140,48684,vpn
632,176058,575,278,1500,13180,1723,153717,590029288,813795,7470070,1401409,457,413,25300,23004,vpn
1141,434336,973,380,2960,19020,1722,143609,590025805,1317933,17955509,2828607,783,663,45660,38924,vpn
40,7534,34,188,1500,1500,313,274207,590025444,380068,1103664,384703,24,16,1620,1364,vpn
1680,500444,1446,297,1500,17560,2194,136502,590027281,1884804,13885551,2666049,1149,1098,67220,57844,vpn
470,116524,462,247,1500,14640,2943,78837,35566349,1296465,7154169,2294426,312,392,18820,18484,vpn
797,244524,672,306,2960,8800,1124,180871,590026133,1149320,14018112,2130562,532,488,31900,26884,vpn
4026,1116676,3684,277,3168,43840,4917,102747,590023536,1578215,9321231,2053863,2412,3139,161060,147364,vpn
3382,1524436,2786,450,2960,14640,1132,123785,590025784,1724005,8690432,1725348,2255,1878,135300,111444,vpn
2466,741834,2033,300,2960,14640,1505,157510,590025733,1625861,15351307,2587359,1670,1541,98660,81324,vpn
2157,643482,1811,298,1864,13180,1308,134967,590026234,1730883,18754645,3033086,1445,1364,86300,72444,vpn
1552,466352,1256,300,2960,14640,1645,134279,590024604,1142647,9230482,1754671,1030,988,62100,50244,vpn
1537,451762,1280,293,1500,11720,1162,165087,590026128,1396964,8491886,1879910,1055,918,61500,51204,vpn
1107,329840,951,297,2960,8800,1157,143290,590025455,880989,7189847,1291678,735,699,44300,38044,vpn
478,135428,424,283,1500,10260,1469,172540,590025283,668524,13459670,1822061,338,280,19140,16964,vpn
2463,883480,2118,358,2960,26320,1698,169201,590024541,1960155,17072531,3091377,1749,1497,98540,84724,vpn
1285,425474,1085,331,1500,13180,1502,151919,590026130,1036404,18291670,2319912,866,789,51420,43404,vpn
1155,485614,1015,420,2960,14640,1545,122828,590025129,1145487,8722569,1574132,795,720,46220,40604,vpn
40,7590,34,189,1500,1500,313,274431,590024489,355568,1104043,373566,25,16,1620,1364,vpn
1852,689828,1533,372,2960,11720,1535,167786,590026263,1103039,8663877,1623465,1247,1072,74100,61324,vpn
1774,567476,1709,319,2946,29240,4456,85529,590026478,699876,5858807,951475,1082,1411,70980,68364,vpn
675,164816,569,244,1500,10260,999,151034,590026213,996672,5186685,1135112,464,402,27020,22764,vpn
449,124982,391,278,2960,13180,1195,172544,590023513,981993,7676788,1792141,331,259,17980,15644,vpn
1042,281694,870,270,1660,10260,1485,169376,590024949,903145,7992831,1328068,675,637,41700,34804,vpn
1086,374114,933,344,1500,11720,1131,151516,590005316,1421339,8808811,1898686,789,667,43460,37324,vpn
802,214652,658,267,1500,7340,1078,187341,590024849,842098,7273733,1274773,536,448,32100,26324,vpn
2216,656992,1926,296,2960,29240,2955,131792,590026292,1405405,8635116,1773239,1457,1470,88660,77044,vpn
1315,385096,1121,292,1500,16100,1521,129934,590025980,1137783,4958656,1265021,906,815,52620,44844,vpn
1411,397196,1180,281,1500,10260,994,182930,590024696,1380205,9128505,1978237,983,832,56460,47204,vpn
1063,287580,899,270,1500,13180,1258,163921,590023726,1410098,9734806,1802105,714,662,42540,35964,vpn
1328,408484,1121,307,1500,14640,1331,146269,590025935,1325298,6306115,1571834,908,817,53140,44844,vpn
40,7590,34,189,1500,1500,313,272969,590026445,365607,1217907,397973,25,16,1620,1364,vpn
617,195068,550,316,1500,10260,1138,177310,590009847,1232747,11122694,2129398,480,297,24700,22004,vpn
1101,347190,925,315,2960,8800,1056,165121,590024453,930070,8518277,1887662,744,636,44060,37004,vpn
279,67428,245,241,1500,10260,1659,173048,590025126,698804,4094101,972733,194,161,11180,9804,vpn
127,30258,117,238,1500,13180,1567,154306,590025356,437671,1773036,415536,94,70,5100,4684,vpn
425,97280,394,228,1500,20480,2175,162031,590026741,714337,7063917,1293746,300,258,17020,15764,vpn
2021,608030,1807,300,1614,10260,1484,143279,590026167,1446632,16163322,2671332,1430,1465,80860,72284,vpn
2224,760898,1876,342,2960,13180,1560,170615,590027397,2579876,19213293,3998506,1591,1253,88980,75044,vpn
1019,276780,847,271,2960,8800,1162,177419,590023950,953578,8721010,1373831,667,602,40780,33884,vpn
1482,351046,1421,236,2960,26320,3044,112975,590028202,808598,5043353,975289,1003,1105,59300,56844,vpn
40,7226,34,180,1500,1500,313,276182,590025551,296752,1056572,346439,23,16,1620,1364,vpn
1069,309424,898,289,1500,8800,1101,158235,590027718,1576571,9662930,2011683,729,639,42780,35924,vpn
43,8144,34,189,1500,1500,313,241750,590024226,314874,1104701,368277,28,16,1740,1364,vpn
40,7534,34,188,1500,1500,319,235023,590026504,370563,1093035,383526,24,14,1620,1364,vpn
3425,1491706,2875,435,2960,13180,1256,118233,590024164,2099141,13991995,2849074,2328,1997,137020,115004,vpn
1047,297678,894,284,1500,14640,1803,176102,590031260,1073430,12834850,2241388,703,585,41900,35764,vpn
3200,959152,2750,299,1500,20480,2184,118585,590018019,2222877,86375490,10497732,2144,2201,128020,110004,vpn
3493,968688,3351,277,3256,29240,3716,92880,754473305,1196299,8731612,1445962,2041,2750,139740,134044,vpn
791,263140,666,332,2960,11720,1157,179102,590026906,1459918,8745155,2036084,535,494,31660,26644,vpn
3233,1085878,3179,335,5308,46760,4547,88419,590024523,1024928,8614177,1670175,2134,2770,129340,127164,vpn
1231,331034,1032,268,1500,29240,3897,133638,590024874,1055733,6399516,1509818,755,827,49260,41284,vpn
41,7630,35,186,1500,1500,310,264174,590026377,341104,1106900,367911,24,17,1660,1404,vpn
1575,517984,1307,328,1614,11720,1549,186143,590025925,1576207,18181455,3174686,1126,809,63020,52284,vpn
3458,1115488,2992,322,2960,40920,3313,118540,590023470,3480858,29338646,5396956,2329,2377,138340,119684,vpn
1820,574794,1463,315,2960,33620,1811,165812,590027076,1817065,15654174,2726524,1228,1104,72820,58524,vpn
1318,419392,1129,318,1500,10260,1355,153436,590029781,1272706,7894856,1809326,903,802,52740,45164,vpn
2170,643872,1833,296,1500,16100,1654,145766,590024378,1492926,15623941,2376555,1472,1384,86820,73324,vpn
664,174174,558,262,1500,8800,1110,175737,590025928,1106962,4635691,1110370,451,412,26580,22324,vpn
1208,301446,1089,249,3728,21940,3199,125053,609240341,633373,4500104,880287,724,804,48340,43564,vpn
68,11762,58,172,1500,2960,445,230839,590024840,321345,1223779,361938,40,32,2740,2324,vpn
1311,376102,1138,286,1500,11720,1190,142173,590027780,1184935,9240702,1636473,910,828,52460,45524,vpn
540,150362,489,278,1500,5880,989,177153,590026472,1104551,8898999,1738471,404,321,21620,19564,vpn
1227,346328,1052,282,1500,8800,1154,179523,590024620,1317012,8703545,1547862,866,752,49100,42084,vpn
2843,905560,2385,318,1500,17560,2292,148719,590025245,1917218,18295968,2859509,2016,1760,113740,95404,vpn
1631,484166,1374,296,1500,10260,1054,169436,590026839,1670901,8451526,2078187,1157,946,65260,54964,vpn
43,8050,34,187,1500,1500,313,245598,590024326,353962,1103436,374523,27,17,1740,1364,vpn
1478,471550,1280,319,2960,14640,1899,140209,590028935,1273993,10291030,2422309,1031,930,59140,51204,vpn
21,2604,19,124,608,2960,934,31225,81734693,23327,105117,42170,4,6,860,764,vpn
10471,2310038,10573,220,1500,29240,3040,113284,10961756547,795591,6980602,858684,6928,8265,418860,422924,vpn
2053,680440,1713,331,2048,14640,1972,173938,590026555,1890322,15114813,2861810,1433,1260,82140,68524,vpn
1203,348078,997,289,2960,19020,1805,151736,590026270,1233150,9400618,1845913,810,741,48140,39884,vpn
1959,573484,1656,292,2960,11720,1198,172845,590024975,1946871,10749266,2185355,1341,1235,78400,66244,vpn
4050,1287930,3719,318,2960,45300,5221,105773,590027008,1566024,18126322,2798501,2561,3170,162020,148764,vpn
1131,341538,973,301,1500,8800,1082,179658,590025162,1275131,9927615,1968730,806,686,45260,38924,vpn
1410,488632,1189,346,4208,19020,1657,142314,590025213,1405350,14597865,2201463,949,913,56420,47564,vpn
4247,1193370,3754,280,2960,46760,3536,113267,590025962,1929644,30249855,4159560,2810,2928,169900,150164,vpn
1633,482820,1366,295,2960,19020,1612,161526,590027338,1547026,15371455,2423675,1159,1003,65340,54644,vpn
1597,470296,1344,294,1500,13180,1233,162853,590025797,1385120,7492113,1664017,1156,952,63900,53764,vpn
570,156252,511,274,1500,7340,1179,162984,590025572,950433,4362475,1091394,416,344,22820,20444,vpn
2702,833944,2252,308,1500,10260,1084,147503,590025223,1680588,11514023,1921627,1848,1618,108100,90084,vpn
69,12306,62,178,1500,2960,439,172575,590025098,344082,1096321,311049,41,30,2780,2484,vpn
523,149296,478,285,1500,20480,2373,107310,681253797,614917,4906924,1110181,356,359,20940,19124,vpn
2480,783750,2147,316,1880,14640,1835,120634,590029175,1453482,9490384,1790125,1645,1671,99220,85884,vpn
1001,266358,851,266,1500,8800,1033,148178,590025327,1362715,9458606,1809199,674,625,40060,34044,vpn
40,7590,36,189,1500,1500,307,277933,590027298,388616,1253586,396414,25,16,1620,1444,vpn
540,153480,474,284,1500,11720,1658,160270,590027781,749074,7133584,1321168,380,321,21620,18964,vpn
619,156526,537,252,1500,10260,1253,161535,590024554,985011,8779405,1808638,441,377,24780,21484,vpn
702,194784,585,277,1500,10260,1285,138419,590029500,687600,7654797,1352806,459,406,28100,23404,vpn
1195,385168,1045,322,1500,10260,1436,137260,590026262,1084686,5775724,1447843,843,778,47820,41804,vpn
1088,367246,953,337,2960,14640,1542,155462,590025352,1076744,7007073,1424569,744,714,43540,38124,vpn
970,317518,858,327,2960,13180,1174,185737,590026126,1650069,6885073,1878469,740,556,38820,34324,vpn
560,147594,489,263,2960,10260,1424,140309,590024685,935863,4682955,1129064,404,346,22420,19564,vpn
2251,749652,1904,333,2960,19020,2082,146973,590028060,1591817,14269196,2332742,1550,1408,90060,76164,vpn
874,259940,746,297,1500,17560,1292,166879,590025883,1250225,6764313,1524752,604,515,34980,29844,vpn
40,7590,34,189,1500,1500,313,244953,590026225,342442,1102750,372969,24,17,1620,1364,vpn
1296,416812,1098,321,2960,14640,1657,152698,590026988,1128016,5763065,1403299,939,794,51860,43924,vpn
1154,341188,947,295,1500,11720,1204,167320,590027637,1380117,14761603,2503804,794,688,46180,37884,vpn
1537,470150,1271,305,2960,13180,1459,142656,590025467,1536799,8927291,2295099,1026,960,61500,50844,vpn
482,200496,420,415,1500,10260,1565,104823,590027474,687922,5015098,1174468,325,305,19300,16804,vpn
1003,298500,877,297,1500,14640,1554,135182,590025099,1104036,8569200,1607241,719,658,40140,35084,vpn
1110,322312,920,290,1614,13180,1148,200857,590024685,1165745,7612203,1360288,747,631,44420,36804,vpn
1136,402502,996,354,2960,14640,1366,166842,590026592,1518278,8629647,1734396,851,640,45460,39844,vpn
1345,424316,1149,315,2960,11720,1076,146022,590026162,1172801,9046618,1840853,939,812,53820,45964,vpn
9,716,8,79,96,44,1,0,80810680,232894,1033895,363271,6,0,380,324,vpn
1453,464030,1252,319,2960,8800,1028,154081,590026292,1627962,6910497,1624734,1051,894,58140,50084,vpn
1305,376330,1093,288,2856,13180,1397,171695,590024729,1581650,12661363,2454315,914,776,52220,43724,vpn
1416,412750,1159,291,2960,17560,1431,148391,590026438,1378683,9555589,1613540,946,830,56660,46364,vpn
1385,459338,1208,331,1500,13180,1682,163944,590025704,1540458,14517348,2314303,1026,863,55420,48324,vpn
1569,454168,1289,289,1500,16100,1830,145159,590025966,1492267,16165997,2676406,1084,953,62780,51564,vpn
1490,460034,1211,308,2214,14640,1676,153599,590027055,1320813,15814793,2296231,1047,886,59620,48444,vpn
516,164634,444,319,1500,14640,1893,119755,590024726,717709,4805414,1024355,375,312,20660,17764,vpn
3956,1232578,3376,311,2960,19020,2085,109692,590025080,2078732,17113246,3325735,2649,2678,158260,135044,vpn
774,198236,650,256,2960,10260,1150,170152,590028100,1214980,13196296,1945193,501,448,30980,26004,vpn
866,271956,748,314,2960,8800,990,169328,590029217,1290768,7447638,1696988,611,534,34660,29924,vpn
1267,393068,1106,310,2910,8800,1255,160212,590023855,1076044,13303277,1903838,901,746,50700,44244,vpn
2102,416876,1995,198,1500,23400,2686,116603,821443651,518524,5279902,818457,1342,1662,84100,79804,vpn
1841,551314,1550,299,1500,13180,1651,152460,590027854,1119777,9372366,1467858,1246,1097,73660,62004,vpn
1137,345358,958,303,1686,14640,1196,158650,590025578,1820726,9685783,2115903,792,680,45500,38324,vpn
1157,349428,1020,302,1500,10260,1576,125035,590031103,952401,8633305,1542500,847,749,46300,40804,vpn
1080,324304,897,300,2626,16100,1270,149388,590024862,857313,8820230,1554806,741,630,43220,35884,vpn
1016,288364,865,283,1500,8800,1145,145933,590006153,1086830,5848733,1255863,704,601,40660,34604,vpn
1248,335886,1038,269,1500,10260,1190,137697,590027294,1116103,10345940,1662253,855,752,49940,41524,vpn
1241,346298,1062,279,1500,14640,1684,151597,590025855,1077021,5158218,1335375,828,778,49660,42484,vpn
41,7764,34,189,1500,1500,313,239517,590026491,347082,1105462,371901,25,17,1660,1364,vpn
1545,488628,1272,316,2960,16100,1722,137292,590026433,1500446,18658601,3069168,1051,913,61820,50884,vpn
1457,442822,1259,303,1500,30700,1760,133234,590025782,1302423,9348402,1792962,989,951,58300,50364,vpn
530,148662,488,280,1500,10260,1353,146554,590025612,786143,4876007,1169007,387,326,21220,19524,vpn
1348,385678,1180,286,2960,16100,1610,174683,590026878,1446409,15565774,2340225,956,749,53940,47204,vpn
6355,2861576,5142,450,1614,16100,1061,139346,590019051,13613256,141032684,35600251,3989,3001,254220,205684,vpn
69,12984,59,188,1500,2960,445,207961,590025107,347868,1244109,378154,43,33,2780,2364,vpn
1206,409848,1050,339,1500,13180,1419,156372,590025753,1188895,9528274,1516146,868,724,48260,42004,vpn
1577,442322,1338,280,1500,11720,1943,152202,590029986,1146001,14340767,2119595,1080,1018,63100,53524,vpn
4964,2489150,3784,501,2960,14640,892,113111,562638617,5524815,84423943,13164034,2844,2478,198580,151364,vpn
1263,386020,1106,305,1500,14640,1919,158949,590024902,1513242,15980360,2565179,893,815,50540,44244,vpn
40,7590,34,189,1500,1500,313,254274,590033000,361270,1108617,354882,25,16,1620,1364,vpn
1278,436076,1077,341,2960,14640,1428,161502,590023718,1809493,13534151,2595598,891,774,51140,43084,vpn
909,282790,753,311,2960,13180,1501,170955,590026802,1053318,15728804,2207396,621,493,36380,30124,vpn
1199,335452,1016,279,1500,8800,1025,159502,590025596,927513,7537652,1174252,823,736,47980,40644,vpn
1430,430722,1166,301,2960,14640,1145,166526,590025779,1549811,16323040,2861482,963,846,57220,46644,vpn
2408,646774,2306,268,1500,29240,3627,112666,590028975,1361362,9837401,1902692,1695,1996,96340,92244,vpn
1702,497702,1401,292,1860,14640,1696,165247,590025383,1605595,22255802,2987530,1191,1038,68100,56044,vpn
2648,1013116,2171,382,2960,14640,1790,144177,590025436,1875985,16879852,2958620,1766,1584,105940,86844,vpn
1908,694168,1686,363,2960,38000,2703,116444,590005264,1285607,8778351,2144760,1319,1301,76340,67444,vpn
2084,593342,1770,284,1768,10260,1006,146020,590028268,1461604,14030880,2074312,1462,1348,83380,70804,vpn
4654,2023440,3916,434,2960,10260,1179,116231,590025763,1787756,9530153,1933318,3163,2720,186180,156644,vpn
5532,1626078,5106,293,3176,29240,3117,121874,590027705,2559964,22663358,4100694,3671,4180,221300,204244,vpn
950,294000,786,309,1500,13180,1453,154105,590026374,1101142,14620189,2254513,622,545,38020,31444,vpn
151,33524,127,222,1500,8800,1294,126261,590025904,339551,1714961,395108,100,79,6060,5084,vpn
1087,308528,916,283,2960,11720,1060,171357,590025970,1347982,14168490,2648244,726,680,43500,36644,vpn
1619,527850,1383,326,2960,17560,1695,139246,590023794,1136115,14364067,1861757,1138,1052,64780,55324,vpn
1377,527960,1191,383,4420,10260,1224,132013,590025013,1136342,9905129,1605112,961,844,55100,47644,vpn
1645,535172,1346,325,1500,16100,1574,154550,589997122,1512241,15713364,2406681,1145,993,65820,53844,vpn
41,7630,35,186,1500,1500,310,269450,590026831,353578,1105955,364408,25,16,1660,1404,vpn
730,235542,631,322,2960,7340,931,159462,590022230,734661,9095773,1499340,515,425,29220,25244,vpn
1829,608878,1508,332,2960,16100,1768,149673,590025920,1452574,16655829,2525522,1286,1109,73180,60324,vpn
1582,496964,1378,314,2960,19020,1552,129583,590025844,943436,9164626,1598762,1074,977,63300,55124,vpn
2737,872426,2289,318,2960,20480,1893,153413,590024430,1701028,17787733,2812868,1915,1698,109500,91564,vpn
1104,328642,950,297,1500,17560,1105,144375,590027219,1195117,8518899,1760927,793,645,44180,38004,vpn
324,71442,286,220,1500,21940,2084,199297,590028936,694172,4214096,791688,230,189,12980,11444,vpn
860,226210,691,263,2960,11720,1008,168198,590025461,1051985,5088668,1071799,531,478,34420,27644,vpn
1301,425738,1103,327,2960,10260,1137,159513,590025264,1376359,7640454,1770989,953,781,52060,44124,vpn
851,245062,748,287,1500,19020,1619,142585,590028957,1072747,9174570,1779116,592,541,34060,29924,vpn
1787,515866,1491,288,2960,19020,1514,152136,590023362,1284277,12002049,2102846,1248,1081,71500,59644,vpn
810,221112,663,272,1500,7340,812,181081,590025498,1276342,6999728,1391734,549,484,32420,26524,vpn
580,168156,518,289,1500,13180,1569,120936,590025063,611846,4556500,899562,405,370,23220,20724,vpn
532,129438,477,243,1500,14640,2018,153069,590021948,742870,7595805,1239276,353,354,21300,19084,vpn
1819,973068,1551,534,2960,29240,2493,57376,590017709,1918617,24805458,5734904,1205,1074,72780,62044,vpn
1845,616690,1555,334,2960,8800,1155,161458,590028390,1493194,8900783,1853573,1248,1123,73820,62204,vpn
711,217448,617,305,1500,8800,967,171354,590025022,1116160,7475357,1588210,511,432,28460,24684,vpn
3158,1599740,2478,506,2960,13180,568,145452,590027676,5955165,146269251,24401965,1954,1401,126340,99124,vpn
2166,635648,1749,293,2928,16100,1831,132851,590024633,1335280,14201391,2130083,1487,1344,86660,69964,vpn
3293,842896,2977,255,1500,17560,2414,134992,1792574863,793460,58893061,4088476,2121,2239,131740,119084,vpn
720,198062,634,275,1500,8800,1006,182430,590025292,894734,7854552,1226605,504,438,28820,25364,vpn
544,137572,450,252,1500,13180,1644,157907,590029178,761230,3361616,826967,375,330,21780,18004,vpn
426,113116,378,265,1500,8800,1121,145768,590025496,656885,4428749,890361,315,248,17060,15124,vpn
793,287192,700,362,1614,10260,1280,189198,590028986,1353200,10504922,2112223,614,438,31740,28004,vpn
387,105928,339,273,2088,7340,1132,200210,590023904,934390,6832005,1463372,289,230,15500,13564,vpn
543,139544,506,256,1500,13180,1350,190356,590026226,1074603,9866421,1741305,396,342,21740,20244,vpn
169,36244,152,214,1500,11720,1279,248071,590023367,804926,6353200,1340496,119,96,6780,6084,vpn
15669,7162464,14198,457,6444,45465,4689,53756,590022409,1197025,11624249,1938644,7827,11758,626780,567924,vpn
1582,483434,1348,305,2960,11720,1173,156952,590025490,1391175,19582555,2804607,1092,982,63300,53924,vpn
2555,860934,2079,336,2960,20480,1745,132951,590018843,1839659,16159247,2780194,1772,1550,102220,83164,vpn
3069,778842,2870,253,2960,23400,3108,107087,658604002,854125,8988888,1282481,1965,2303,122780,114804,vpn
1133,306578,937,270,1500,7340,923,160785,590024420,1080602,8197819,1456309,799,660,45340,37484,vpn
2809,902254,2353,321,2960,13180,1251,141316,590024532,1349036,9007883,1658326,1953,1677,112380,94124,vpn
40,7590,36,189,1500,1500,307,255815,590027027,351989,1135604,386424,25,16,1620,1444,vpn
544,138862,492,255,1500,16100,1722,119788,590025681,699780,6658947,1224763,365,347,21780,19684,vpn
1505,466340,1292,309,1500,14640,1791,158206,590025066,1437050,14490991,2187649,1023,1013,60220,51684,vpn
119,23522,97,197,1500,1500,358,178980,590028235,481890,1439192,467911,77,60,4780,3884,vpn
1027,301952,873,294,1500,14640,1220,201679,590025366,1523636,13656655,2204432,713,634,41100,34924,vpn
1279,383504,1105,299,1500,11720,1348,188461,590031654,1369583,10761536,2063538,929,705,51180,44204,vpn
1701,570786,1412,335,2960,11720,1067,173098,590023140,1262488,17626073,2450792,1144,988,68060,56484,vpn
110,19072,91,173,1500,2960,474,209757,590026807,310059,1354298,387934,68,58,4420,3644,vpn
1664,507698,1433,305,1500,14640,1254,161073,590025641,1316876,8732826,1849458,1166,997,66580,57324,vpn
1463,432588,1216,295,1500,13180,1516,155062,590028865,970323,14224151,1779082,1009,893,58540,48644,vpn
2333,914458,1982,391,2960,23400,1819,130446,590026255,1553604,10385120,2108795,1607,1380,93340,79284,vpn
1125,286922,964,255,1500,11720,1426,182115,590024530,1196846,7002627,1568461,765,681,45020,38564,vpn
1290,412252,1088,319,1500,8800,1177,135992,590026877,1459950,8435875,1554875,916,769,51620,43524,vpn
2441,632128,2118,258,2960,23400,2697,139547,590026833,1731725,11842785,2032975,1651,1756,97660,84724,vpn
1863,391930,1725,210,1500,14640,2296,112234,643123442,675560,6035252,969460,1219,1425,74540,69004,vpn
3274,1038546,2881,317,2960,21940,1857,139717,590028195,1775613,15329918,2799135,2234,2199,130980,115244,vpn
1208,402188,981,332,2960,10260,1386,146886,590027799,1548533,16237259,2805362,825,714,48340,39244,vpn
971,285512,823,294,2960,11720,1417,162079,590025756,895526,8532392,1434633,659,572,38860,32924,vpn
2365,845118,1964,357,2960,26320,2177,147655,590029300,2230270,15751847,2824029,1598,1492,94620,78564,vpn
1219,377874,1020,309,1500,8800,1123,147085,590026271,1330356,8629311,1667319,879,731,48780,40804,vpn
1766,546518,1511,309,2960,14640,1753,147066,590027614,2209540,14983859,2728959,1221,1146,70660,60444,vpn
981,289458,882,295,1500,14640,1366,152682,590021476,877167,8622418,1462644,718,626,39260,35284,vpn
1870,557914,1594,298,1500,14640,1425,152560,590025348,1527507,9664916,1927097,1318,1150,74820,63764,vpn
1233,388362,1013,314,1500,14640,1331,173027,590024346,1765973,18647076,3019804,830,731,49340,40524,vpn
2638,536228,2487,203,2592,24860,2894,127672,546573869,1037849,6353302,1121795,1654,1984,105540,99484,vpn
1744,521834,1464,299,2960,14640,1598,138390,590025455,1264264,14864263,2380615,1212,1093,69780,58564,vpn
2900,1685430,2199,581,2960,8800,702,128464,590025041,2535664,61513448,8618884,1762,1256,116020,87964,vpn
1086,338208,899,311,1500,13180,1443,174277,590026119,1658595,16311289,2791618,756,645,43460,35964,vpn
152,29724,137,195,1500,4420,574,157896,590029491,386932,1341998,383201,97,85,6100,5484,vpn
1032,400834,880,388,2960,17560,1960,127053,590026242,1097863,14209698,2286775,707,641,41300,35204,vpn
1498,456214,1294,304,2960,7340,1287,158863,590031701,1601393,13899081,2689796,1058,937,59940,51764,vpn
1662,526996,1399,317,2960,13180,1701,159592,590026431,1545185,11158734,2294061,1159,950,66500,55964,vpn
1432,463390,1240,323,1500,14640,1559,156524,590024874,1333594,9002330,1759639,1032,871,57300,49604,vpn
1973,587300,1812,297,2350,40920,3876,149251,590026188,1515930,9649608,2019093,1305,1425,78940,72484,vpn
523,150922,435,288,1500,5880,820,168886,590024794,804537,7471630,1237282,365,282,20940,17404,vpn
45,8300,41,184,1500,1198,271,349119,325948952,645656,4218123,1181944,30,17,1820,1644,vpn
1304,396618,1096,304,1516,8800,1077,150029,590026574,1054820,8185679,1517171,918,778,52180,43844,vpn
2178,677804,1836,311,2960,23400,1898,142000,590025716,1301212,9055033,1897812,1499,1420,87140,73444,vpn
1700,491076,1403,288,1500,14640,1507,182636,590024596,1962728,16859909,2998332,1172,1091,68020,56124,vpn
209,41954,182,200,1500,8800,1316,227553,590026052,775827,5696973,1070136,142,113,8380,7284,vpn
752,261468,602,347,1614,17560,2227,185075,590026973,1470607,18750762,3159987,528,376,30100,24084,vpn
640,202098,553,315,2960,8800,1198,103386,590024482,570512,7404667,1117601,402,398,25620,22124,vpn
2084,665586,1751,319,2960,14640,1307,174585,590025415,1585837,18164122,2693609,1485,1225,83380,70044,vpn
2070,650242,1703,314,2960,14640,1594,163456,590026100,1648994,16481063,2770501,1417,1281,82820,68124,vpn
1064,355286,914,333,2960,20480,1710,146110,590027725,1136137,7281486,1398671,727,656,42580,36564,vpn
2313,726086,1983,313,2608,13180,1492,149511,590025089,2701635,17744145,4044091,1593,1510,92540,79324,vpn
1906,635554,1650,333,2960,13180,1781,145776,590026321,1435161,10483031,2337503,1301,1256,76260,66004,vpn
915,277914,760,303,1500,8800,1357,149797,590024628,1135195,9370459,1835903,607,555,36620,30404,vpn
3105,984880,3051,317,3182,33620,4442,68412,590026074,758215,8369877,1225049,2100,2744,124220,122044,vpn
388,110512,337,284,1500,8800,1462,127274,590024825,693574,3750839,975069,271,238,15540,13484,vpn
968,270130,819,279,1500,13180,1529,180722,590024624,1565512,15950545,2536224,686,603,38740,32764,vpn
1331,401694,1201,301,2932,14640,1719,131443,590028773,1081651,9495793,1889273,945,900,53260,48044,vpn
2775,841400,2610,303,2960,27780,3604,98774,590025129,1211502,17279163,2318166,1685,2186,111020,104404,vpn
69,13150,58,190,1500,2960,448,186668,590024506,343573,1122671,355226,44,33,2780,2324,vpn
7221,1317778,6961,182,1904,46760,2135,73301,688827692,1328723,17170368,2420636,5283,6544,288860,278444,vpn
1051,334122,882,317,2960,7340,949,133485,590025646,1415750,4777174,1398355,744,644,42060,35284,vpn
41,7764,34,189,1500,1500,313,227582,590025674,351104,1111416,361816,26,16,1660,1364,vpn
2178,595774,1964,273,2960,17560,2624,146432,590026063,1606770,10707638,2306102,1403,1540,87140,78564,vpn
11326,3041338,11197,268,2960,43840,4255,84173,512431698,2182095,10246218,2458381,6871,9635,453060,447884,vpn
1420,399074,1149,281,2960,11720,1366,220040,590025513,1458953,10446925,2008279,960,815,56820,45964,vpn
40,7590,35,189,1500,1500,310,257534,590040570,360388,1134001,367814,25,16,1620,1404,vpn
380,121552,335,319,1500,5880,816,221033,590028132,1207255,9760836,2447857,299,181,15220,13404,vpn
