@relation <netmate-2017-06-07-17:00:43-1>-weka.filters.unsupervised.attribute.Remove-R1-5-weka.filters.supervised.instance.Resample-B0.0-S1-Z60.0-no-replacement-V-weka.filters.supervised.instance.Resample-B0.0-S1-Z50.0-no-replacement

@attribute total_fpackets numeric
@attribute total_fvolume numeric
@attribute total_bpackets numeric
@attribute total_bvolume numeric
@attribute min_fpktl numeric
@attribute mean_fpktl numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute min_bpktl numeric
@attribute mean_bpktl numeric
@attribute max_bpktl numeric
@attribute std_bpktl numeric
@attribute min_fiat numeric
@attribute mean_fiat numeric
@attribute max_fiat numeric
@attribute std_fiat numeric
@attribute min_biat numeric
@attribute mean_biat numeric
@attribute max_biat numeric
@attribute std_biat numeric
@attribute duration numeric
@attribute min_active numeric
@attribute mean_active numeric
@attribute max_active numeric
@attribute std_active numeric
@attribute min_idle numeric
@attribute mean_idle numeric
@attribute max_idle numeric
@attribute std_idle numeric
@attribute sflow_fpackets numeric
@attribute sflow_fbytes numeric
@attribute sflow_bpackets numeric
@attribute sflow_bbytes numeric
@attribute fpsh_cnt numeric
@attribute bpsh_cnt numeric
@attribute furg_cnt numeric
@attribute burg_cnt numeric
@attribute total_fhlen numeric
@attribute total_bhlen numeric
@attribute class {vpn,normal}

@data
467,95948,451,632332,40,205,1500,239,40,1402,19020,2205,11,58879,974023,133113,2,64643,1114277,138074,590026754,21,820205,8848858,1649337,1008786,16509398,58762876,20242785,13,2741,12,18066,311,325,0,0,18700,18044,vpn
71,12536,58,13890,40,176,1500,258,40,239,2960,448,57,91908,974585,179376,361,123808,1100771,200372,590024904,27314,325485,1128844,342718,1051439,32435593,279451076,76393508,3,659,3,731,42,33,0,0,2860,2324,vpn
41,7732,33,6712,40,188,1500,284,40,203,1500,317,65,113810,972456,233801,399,145217,973540,267778,590026358,4161,291890,1103664,374757,1044898,53320334,539110571,161144496,3,644,2,559,26,16,0,0,1660,1324,vpn
902,236330,740,304248,40,262,1500,334,40,411,7340,794,30,86269,1090998,161410,14,107141,1132083,166921,590025085,22,1144630,5283927,1390702,1037155,7777800,88950714,13263375,13,3527,11,4541,645,507,0,0,36100,29604,vpn
1632,556750,1396,933958,40,341,2474,415,40,669,13180,1239,11,68651,1215249,149063,3,80956,1067235,151107,590025422,8426,1494632,8581780,1996406,1020581,6458486,57630216,8631362,21,7423,18,12452,1177,984,0,0,65300,55844,vpn
238,49538,205,77540,40,208,1500,241,40,378,8800,1034,20,67163,1078549,140216,21,92275,1068114,142708,590024535,26564,445928,2616336,507647,1075380,15069297,178074486,31198100,6,1270,5,1988,169,126,0,0,9540,8204,vpn
894,282012,762,711104,40,315,1500,391,40,933,14640,1761,13,65856,999359,146262,5,80366,1139508,161185,590025156,26678,1151103,15979014,2379137,1011396,10395446,104588206,17594896,17,5423,14,13675,627,563,0,0,35780,30484,vpn
746,222298,625,491988,40,297,1500,404,40,787,13180,1494,15,73671,982237,159628,5,90294,1161481,176858,590025385,27093,1047860,9781231,1576560,1004708,10500718,58903182,15903978,14,4274,12,9461,480,469,0,0,29860,25004,vpn
1170,322206,978,539612,40,275,1500,371,40,551,8800,1044,16,86861,978027,157643,3,102636,1104744,172507,590025413,22146,943665,9090234,1264540,1023590,4888827,31961613,5559790,11,3158,9,5290,782,683,0,0,46820,39124,vpn
2500,943464,2120,3793118,40,377,2960,454,40,1789,35080,3139,11,39418,972288,98976,1,47501,1077879,110637,590025297,31,2105783,18741396,3864994,1002398,10403142,75080769,17172325,52,19655,44,79023,1691,1552,0,0,100020,84804,vpn
1866,624344,1606,1099401,40,334,2960,419,40,684,13180,1391,9,63337,1299417,133568,4,76094,1145792,138431,590016788,32044,1689943,18022454,2742984,1058212,6714726,35650246,7742914,26,8793,22,15484,1306,1153,0,0,74660,64244,vpn
1332,498082,1183,1567951,40,373,2546,438,40,1325,13180,1968,11,50243,994776,135290,3,60871,1159760,133742,590023015,27487,1268254,18532880,2829517,1077753,9436377,58762061,13183810,23,8894,21,27999,962,849,0,0,53300,47324,vpn
2201,763896,1863,1906642,40,347,1500,430,40,1023,20480,1936,8,54609,1205746,126707,2,64160,1088482,133834,590025705,27524,1290196,17499057,2752517,1041435,5179424,42088347,5632653,23,8303,20,20724,1471,1420,0,0,88060,74524,vpn
700,129880,604,357956,40,185,1500,201,40,592,11720,1259,9,71026,1097924,128347,3,101115,1003011,140154,394576125,27000,463449,3457744,540146,1039313,2820822,5410031,1490575,5,1073,4,2958,442,390,0,0,28020,24164,vpn
1242,381758,1030,673808,40,307,2960,415,40,654,11720,1270,11,75180,1000714,154406,2,90582,1137780,167829,590024372,69537,1703758,9122937,2176792,1004069,9396630,58803964,13079951,23,7069,19,12477,838,755,0,0,49700,41204,vpn
1624,502830,1421,1380255,40,309,2932,396,40,971,19020,1833,11,63679,972166,137794,5,73799,1018204,139142,590025494,20111,1277342,8635115,1784904,1048740,6082009,46886468,7476095,20,6207,17,17040,1130,1044,0,0,64980,56844,vpn
10,1041,4,164,40,104,561,160,40,41,44,2,1027,342230,998201,568241,112184,112184,112184,0,41138431,28,162576,998201,372127,2004438,6666732,16049008,5092371,1,148,0,23,1,0,0,0,520,164,vpn
1692,511954,1411,960016,40,302,1500,391,40,680,14640,1555,12,77578,1215659,152974,4,94010,1005378,156658,590026867,26362,1435198,13820255,2174093,1022217,5178191,22167283,4361703,18,5688,15,10666,1157,997,0,0,67700,56444,vpn
1716,493544,1413,1008850,40,287,2960,379,40,713,10260,1356,10,71073,1056808,138067,1,86326,1005408,148233,590028957,31892,1513195,16577207,2552114,1044439,6031878,58665544,10720149,21,6247,17,12770,1188,1084,0,0,68660,56524,vpn
41,7630,36,6832,40,186,1500,306,40,189,1500,307,161,112599,974625,220247,240,141080,983788,241651,590026065,27562,367160,1096462,355060,1074727,53238194,539468686,161289517,3,635,3,569,24,17,0,0,1660,1444,vpn
1244,362624,1053,833827,40,291,2960,380,40,791,14640,1748,12,93133,1125505,173849,12,109965,1017250,181038,590023597,26432,1364004,11185707,2218179,1056490,5903397,55623688,9687712,15,4422,12,10168,862,698,0,0,49780,42124,vpn
667,168596,599,513836,40,252,1500,308,40,857,11720,1745,14,81009,1218709,165529,13,93581,1221588,163740,590024587,16555,1306526,5015484,1360082,1053861,13052450,184376726,29827463,15,4014,14,12234,476,428,0,0,26700,23964,vpn
3548,1194378,2919,2009409,40,336,2960,434,40,688,11720,1393,11,80785,1203874,154149,1,97961,1210744,172204,590026496,26969,2589706,22967356,3578198,1005815,2849523,9878087,1810877,32,10957,26,18434,2426,1989,0,0,141940,116764,vpn
46,10180,39,7310,40,221,1500,301,40,187,1500,295,67,109023,973315,220022,416,157685,1133610,252569,590027617,24826,315109,1160771,345499,1055047,38999057,155377535,57003288,2,636,2,456,30,18,0,0,1860,1564,vpn
2239,728140,1882,1353433,40,325,2494,405,40,719,14640,1304,13,65184,1238341,143775,3,78367,1121468,148653,590024898,10884,1932276,16882544,2647145,1050960,6014921,58487807,10622214,29,9708,25,18045,1572,1384,0,0,89580,75284,vpn
2550,774468,2128,1525207,40,303,2960,394,40,716,13180,1333,9,76009,1194126,159184,2,91027,1117097,171263,590025531,22,1772580,18985583,2620535,1038014,3776975,51831004,5435123,23,7238,19,14254,1748,1588,0,0,102020,85124,vpn
870,225092,772,396798,40,258,1500,321,40,513,10260,1079,13,81913,973398,157593,7,94979,1007659,153497,590025784,44953,1088740,7434871,1598875,1051360,8113400,57767848,12679457,13,3462,11,6104,621,542,0,0,34820,30884,vpn
1638,527130,1424,1193996,40,321,2960,403,40,838,14640,1548,7,68730,1068363,147745,2,79709,1033784,157721,590027207,27523,1384354,8618363,1957146,1054427,5973680,58362503,10899129,20,6507,17,14740,1136,1047,0,0,65540,56964,vpn
156,29038,138,27645,40,186,1500,213,40,200,2960,345,58,71499,973370,144419,33,109989,1200631,166452,590024313,21196,392949,1495322,360360,1048765,18033030,110858681,25019931,4,879,4,837,113,79,0,0,6260,5524,vpn
1012,291276,865,384724,40,287,1518,366,40,444,8800,1005,11,88564,1138951,175078,15,105145,1209414,179111,590025006,14021,1389913,5626193,1326835,1054528,7953501,77196889,13346292,15,4551,13,6011,729,576,0,0,40500,34604,vpn
2464,721764,2077,1632631,40,292,1500,374,40,786,17560,1690,9,77436,1056681,155747,3,92330,1211612,165045,590026795,26823,1793398,12205013,2430696,1013489,3862691,22303247,3184456,23,6873,19,15548,1714,1431,0,0,98580,83084,vpn
1253,383936,1037,738771,40,306,1500,386,40,712,14640,1461,11,67835,1194311,149371,4,86153,1215139,154860,590024659,4595,1330460,9745396,1795670,1016040,7867886,47848377,10305698,19,5906,15,11365,862,770,0,0,50140,41484,vpn
4911,1134750,4465,7681241,40,231,1500,297,40,1720,19020,2498,7,51845,1221902,129794,1,56459,1002143,131957,1283816804,26535,936392,10422081,1656985,1001960,3886466,14598300,2855249,18,4250,16,28768,3228,3539,0,0,196460,178604,vpn
243,51548,215,90275,40,212,1500,267,40,419,4420,742,75,84642,973349,146791,43,97740,1067336,169911,590027001,26621,531226,3700664,647290,1073155,15843656,139636756,28341614,6,1393,5,2439,164,147,0,0,9740,8604,vpn
2046,638782,1761,1537795,40,312,1500,392,40,873,14640,1510,9,54609,1142230,112880,1,63157,1002869,123239,590024928,22,1212856,16182096,2412365,1006905,5329499,52919670,6629586,22,7019,19,16898,1404,1359,0,0,81860,70444,vpn
1291,369580,1102,876810,40,286,2960,379,40,795,14640,1476,14,84521,1082691,180598,3,100355,1061340,190786,590026407,23300,1485650,13960899,2080525,1061290,6803656,41785042,7159370,17,5133,15,12177,888,807,0,0,51660,44084,vpn
2989,859056,2645,5007006,40,287,1500,346,40,1893,20480,2362,9,38237,981258,110666,3,44387,982683,110412,590024957,27013,2030684,13959229,2764358,1030676,8285004,45296032,10699552,51,14811,45,86327,2199,2153,0,0,119580,105804,vpn
976,305924,823,573140,40,313,2960,399,40,696,11720,1323,9,74973,975773,165512,2,93819,1180168,172020,590026057,27355,1408145,14688308,2267242,1030625,9911430,58789638,14433103,18,5772,15,10813,671,601,0,0,39060,32924,vpn
2531,786348,2117,1815413,40,310,1500,391,40,857,13180,1718,10,63909,1088176,131211,7,77010,1087310,137488,590025061,27431,1714803,16039405,2748797,1027460,4611113,23194500,3370710,26,8365,22,19312,1763,1603,0,0,101260,84684,vpn
2058,625496,1774,1642753,40,303,1500,382,40,926,16100,1533,9,65488,1023104,146058,2,75730,1076728,157770,590025937,10088,1835890,17370263,2572006,1042442,6448476,56620194,10036668,28,8687,24,22816,1414,1325,0,0,82340,70964,vpn
40,7590,34,6752,40,189,1500,287,40,198,1500,313,66,96822,973380,232165,555,148200,1019556,245725,590024226,8113,325927,1105031,369012,1058572,53283009,539274196,161209505,3,632,2,562,25,16,0,0,1620,1364,vpn
1953,578712,1648,1413357,40,296,2164,375,40,857,23400,1946,12,73637,1010716,153872,3,88360,1090919,163761,590025195,27360,1842150,15739000,3108409,1014514,5897100,55439398,7830183,25,7515,21,18355,1377,1254,0,0,78140,65924,vpn
978,323562,873,781729,40,330,2960,416,40,895,16100,1862,10,62490,1225939,141617,10,73966,1214401,136684,590024970,10079,1133045,8265530,1932105,1031770,9574080,75975930,15759202,17,5777,15,13959,696,615,0,0,39140,34924,vpn
4409,853362,4617,10384158,40,193,2960,251,40,2249,19020,2311,8,18190,980055,51192,2,17195,980057,50297,620909475,17022,1541939,18756486,3610368,1064552,10368974,118838425,19850078,83,16101,87,195927,2748,3837,0,0,176380,184684,vpn
2637,847166,2373,6811804,40,321,1692,410,40,2870,24860,3847,6,25871,1037249,77185,2,28641,1187436,84553,590031696,26,1070463,16810102,2296475,1056952,8132055,58726764,12461062,40,13033,36,104796,1712,1903,0,0,105500,94924,vpn
396,109378,356,275289,40,276,1500,342,40,773,8800,1359,7,66449,1133089,156206,3,82098,1185180,151351,590023524,28371,880392,4683898,1054401,1463218,18124224,106330349,24638758,12,3418,11,8602,273,242,0,0,15860,14244,vpn
422,117846,397,255803,40,279,1500,351,40,644,5880,1016,18,69708,977771,160594,2,83943,1227986,148851,590028396,15612,676839,4508389,933653,1067311,12135151,86179283,16550365,8,2507,8,5442,295,263,0,0,16900,15884,vpn
40,7590,34,6688,40,189,1500,287,40,196,1500,313,67,141360,1148419,300643,361,200527,1171527,316494,590025899,27685,493812,2204483,638124,1053565,58459396,539084562,168897383,3,690,3,608,25,16,0,0,1620,1364,vpn
794,213420,653,324862,40,268,2960,397,40,497,7340,994,9,90665,979086,158478,2,112801,1102167,182913,590025062,27181,1543056,10443250,1781092,1058691,11534321,337003599,50141576,17,4639,14,7062,513,467,0,0,31780,26124,vpn
871,257186,772,624735,40,295,1500,372,40,809,13180,1311,9,65570,1168219,157606,6,76701,1031279,155335,590025247,26905,979064,5431248,1298268,1038485,9176904,71223346,13187961,14,4359,13,10588,614,575,0,0,34860,30884,vpn
67,12076,57,13735,40,180,1500,264,40,240,2960,452,51,108425,972344,187895,258,122831,1040399,220893,590026573,7800,317101,1102621,353504,1056009,32444536,266864512,75719504,3,635,3,722,40,32,0,0,2700,2284,vpn
1141,336406,980,924090,40,294,1500,372,40,942,16100,1905,8,55870,1081910,114164,2,67288,1116024,123878,590026328,28282,823142,7704904,1363372,1022880,6730744,50803458,10145687,14,4258,12,11697,802,719,0,0,45660,39204,vpn
2393,809564,2041,1790714,40,338,1726,410,40,877,26320,1762,23,62283,1065973,132539,4,73772,1067703,143030,590026211,28817,1783269,10047416,2346622,1057517,5303995,58570580,10234818,28,9637,24,21318,1731,1455,0,0,95740,81644,vpn
1644,552504,1377,1102110,40,336,3260,443,40,800,14640,1475,8,67217,1192917,155159,1,81457,994707,162925,590024968,18811,1662747,7408152,1875434,1041728,7388978,45696456,8324851,24,8371,20,16698,1124,1021,0,0,65780,55084,vpn
1508,431724,1253,805740,40,286,2960,377,40,643,11720,1312,9,74374,1108192,143077,3,92024,1083026,154469,590025985,27698,1329603,10100922,1672010,1071155,5763124,51906668,9618029,17,5139,14,9592,1028,895,0,0,60340,50124,vpn
52,13480,47,6032,40,259,1500,267,40,128,1500,277,69,307584,1024062,341637,342,355805,1203830,339569,115297609,89279,1176296,8013930,2196494,1119750,9198368,45755479,13712395,4,1123,3,502,44,8,0,0,2100,1884,vpn
845,232056,713,404563,40,274,2960,402,40,567,14640,1344,18,75462,1057575,129079,4,88888,986943,138280,590025024,26852,739701,5656157,944750,1062508,6446705,43331078,7197567,10,2795,8,4874,536,475,0,0,33820,28524,vpn
848,238832,713,408502,40,281,2960,387,40,572,10260,1160,16,80545,1044685,155631,10,96831,1183688,162948,590023912,26548,804747,9865419,1575574,1003456,6469562,95764506,13020469,10,2912,8,4981,562,493,0,0,33940,28524,vpn
795,178344,700,1519563,40,224,1574,310,40,2170,20480,3247,7,46692,964568,129745,1,53708,1042004,138411,756640694,21103,421901,6791313,860440,1065947,8270268,41061389,7275717,9,2026,7,17267,476,531,0,0,31820,28004,vpn
858,261290,753,550568,40,304,1500,375,40,731,13180,1407,14,73043,1057861,171428,4,88111,1220450,169139,590025255,27465,960106,6947825,1392216,1054590,7965123,56729255,8875301,12,3899,11,8217,620,516,0,0,34340,30124,vpn
357,72846,330,576518,40,204,1500,246,40,1747,14640,2604,11,37525,1161576,117188,3,44184,1203519,118756,590024855,26997,506236,2942840,687592,1072180,20548000,111421826,28005919,12,2511,11,19879,244,245,0,0,14300,13204,vpn
43,7710,36,6768,40,179,1500,301,40,188,1500,307,148,111813,971537,213243,19,157551,1169904,248384,590029212,30591,409265,1198682,384397,1062307,53192548,538965299,161137051,3,642,3,564,24,17,0,0,1740,1444,vpn
832,265560,740,533039,40,319,1500,393,40,720,14640,1237,9,74947,1019498,172753,6,86377,1219349,174932,590025534,21,1170517,7366291,1491676,1014396,10153617,86561217,16519878,15,5010,13,10057,596,529,0,0,33300,29604,vpn
1491,410290,1261,739407,40,275,2138,363,40,586,13180,1234,13,73786,1004237,147544,7,90598,1040568,149982,590025688,27498,1738555,13251804,2600258,1006501,7599335,42803049,9186347,23,6410,19,11553,1031,902,0,0,59660,50444,vpn
889,332900,802,851631,40,374,2960,473,40,1061,8800,1418,8,38985,985926,114300,1,47281,1050140,117863,590024971,66557,965154,9810227,1797438,1052520,14536420,97576720,20239230,22,8535,20,21836,595,588,0,0,35580,32084,vpn
251,59388,215,183582,40,236,1500,316,40,853,11720,1628,20,58355,971457,140217,20,76463,1122640,147666,590025407,23,661210,2600032,689731,1053255,24963320,176287984,38801390,10,2474,8,7649,162,145,0,0,10060,8604,vpn
1633,533466,1411,1004934,40,326,2960,421,40,712,11720,1166,12,67114,1158772,141243,2,77795,1022819,147336,590026463,27404,1302406,9613084,2037609,1000449,5877155,58770776,9081887,19,6427,17,12107,1120,1036,0,0,65340,56444,vpn
1251,354504,1036,629255,40,283,1500,363,40,607,7340,1158,21,75625,1242446,147084,7,92256,1006752,150856,590025713,16835,1181988,8193123,1423998,1008346,6367289,47792502,6927190,15,4487,13,7965,879,723,0,0,50060,41444,vpn
4316,1506630,3981,16539180,40,349,3138,401,40,4154,40920,4926,9,33703,1221470,107452,1,36769,1195144,109129,590025352,28620,1621859,16777101,2828168,1001087,4915956,27823777,4773275,47,16556,43,181749,2887,3319,0,0,172660,159244,vpn
226,42698,182,68355,40,188,1500,239,40,375,5880,833,18,81795,1003555,163932,32,112007,1007663,185954,590023144,24,374280,4083587,634270,1035496,12171440,58474207,12238747,4,889,3,1424,146,112,0,0,9060,7284,vpn
611,150900,566,325079,40,246,2926,308,40,574,7340,1095,17,64256,1126657,131309,6,74507,1036427,121789,590024384,27654,593748,3082391,745723,1062082,8203723,50718054,9144425,8,2219,8,4780,437,382,0,0,24460,22644,vpn
40,7590,35,6792,40,189,1500,287,40,194,1500,310,63,108792,972462,234657,377,155603,1176052,270670,590027033,28341,379354,1204388,390459,1077520,53224979,539292455,161235094,3,632,2,566,25,16,0,0,1620,1404,vpn
1698,527670,1416,1002943,40,310,1500,386,40,708,14640,1486,15,75319,973174,149895,3,92724,1156987,161541,590024675,23,1511137,16318505,2344171,1011908,5579386,44954135,7214449,20,6281,16,11939,1207,1046,0,0,67940,56644,vpn
671,154428,573,495641,40,230,1500,305,40,864,17560,1609,14,75377,1202867,160856,2,88705,1148913,164818,590025453,19,1274523,7725663,1817901,1047630,14218922,107438069,21319429,17,3959,14,12708,432,425,0,0,26860,22924,vpn
1191,368052,1037,779303,40,309,2960,403,40,751,10260,1302,10,66658,1100888,144044,3,78343,1190554,145144,590027145,8951,969271,8428988,1609078,1052238,6303047,57293587,9623468,14,4488,12,9503,821,749,0,0,47660,41484,vpn
119,21662,100,19713,40,182,1500,254,40,197,2960,362,90,207231,1004227,343440,14,255541,1013252,374809,577108802,27526,815307,5662137,1542282,1070584,22236432,159696662,35457519,4,833,3,758,79,50,0,0,4780,4004,vpn
2196,862244,1849,1240023,40,392,2960,502,40,670,14640,1188,9,60201,1124441,135346,2,73164,1074174,135988,590026860,27757,1490615,12844282,2133248,1003324,5197296,107302874,11582946,24,9688,20,13932,1503,1258,0,0,87860,73964,vpn
1933,574094,1626,1236480,40,296,2686,396,40,760,14640,1409,20,63600,1090603,139026,4,75746,1191235,145952,590024186,26449,1167276,8053044,1585158,1053940,4549781,21256845,3153348,18,5520,15,11889,1269,1162,0,0,77340,65044,vpn
6092,2048834,5495,19523154,40,336,2424,404,40,3552,46760,4683,8,32065,988356,91431,1,35984,1168425,98472,590026653,1789,2234164,28860390,4307905,1003637,4445295,57946332,6599907,68,23020,61,219361,4051,4546,0,0,243700,219804,vpn
1590,480018,1346,981144,40,301,1500,377,40,728,10260,1329,21,66238,985027,135581,8,79504,1128609,144171,590025999,23,1672263,10501432,2334772,1009992,7817312,129088354,19901218,25,7619,21,15573,1133,973,0,0,63620,53844,vpn
964,299964,825,718174,40,311,1500,399,40,870,11720,1550,13,69761,1033938,158735,4,80636,1107657,170242,590026049,31,1116974,12986442,1990246,1029805,9214763,105880074,18287927,16,5171,14,12382,665,598,0,0,38580,33004,vpn
1661,550986,1353,1185173,40,331,2960,422,40,875,11720,1632,11,72246,1214143,151075,4,90239,1156324,169487,590011463,36,1219942,7917013,1666454,1003879,4913302,57743115,6859873,17,5680,13,12218,1117,995,0,0,66460,54124,vpn
812,261988,659,429144,40,322,1500,425,40,651,7340,1098,14,74033,1161707,152985,1,93491,1193514,172530,590025614,27655,1821685,4415687,1568615,1052847,16559687,250578052,46996465,24,7939,19,13004,531,483,0,0,32500,26364,vpn
43,7710,36,6832,40,179,1500,280,40,189,1500,307,109,105130,973439,212783,351,142336,1000799,219983,127012382,26739,362176,1094868,365028,1062952,11151478,76118728,21728657,3,642,3,569,25,16,0,0,1740,1444,vpn
69,12472,59,13815,40,180,1500,260,40,234,2960,446,48,123209,1095686,221793,395,143982,1080572,230991,590025305,3891,401908,2112046,506816,1064628,34281820,270988127,77926794,3,692,3,767,42,32,0,0,2780,2364,vpn
40,7590,34,6752,40,189,1500,287,40,198,1500,313,94,118936,972018,223842,468,167112,1159232,259173,590025573,27556,384842,1187613,391593,1063282,53218860,539184598,161201985,3,632,2,562,25,17,0,0,1620,1364,vpn
1817,558624,1455,1207461,40,307,2960,398,40,829,14640,1601,11,63718,1070174,132375,3,80417,1189796,147130,475800407,10125,1613516,16505256,2410253,1013852,5160582,46137219,6340441,25,7867,20,17006,1221,1095,0,0,72700,58204,vpn
413,91646,338,193080,40,221,1500,299,40,571,7340,1042,21,89769,1000366,178804,8,110104,1008529,196888,590023217,23,786951,8409926,1349322,1056611,12604781,174401577,28112610,9,2036,7,4290,277,234,0,0,16540,13524,vpn
2040,709494,1676,1413381,40,347,2960,435,40,843,23400,1873,11,58381,1268161,122643,3,71618,1193060,133690,589997919,29262,1333508,15116970,2063720,1030955,5355859,54491834,6697289,22,7971,18,15880,1404,1228,0,0,81620,67044,vpn
1428,395650,1179,948532,40,277,1500,351,40,804,13180,1560,12,81756,1004763,166543,4,99024,1146160,186914,590026652,28372,1535368,10165948,2187260,1000404,6526155,73757690,11660184,19,5346,15,12818,1005,898,0,0,57140,47164,vpn
703,218914,599,333471,40,311,1500,393,40,556,7340,955,10,68992,1014734,150704,2,83205,1082310,151349,590025343,26969,1015262,6632598,1385889,1059272,11516867,250003393,35958050,14,4560,12,6947,494,415,0,0,28140,23964,vpn
230,41326,198,42603,40,179,1500,225,40,215,4420,398,31,117878,972533,201657,50,142159,1215756,192087,590025386,27443,578166,3502781,771004,1008554,13456290,119877953,22413956,5,961,4,990,144,122,0,0,9220,7924,vpn
846,261614,750,457291,40,309,1500,384,40,609,8800,1197,25,66892,1035860,133502,16,78710,1046351,134617,590023897,15,1075052,6352225,1259736,1026776,10037189,135017762,20383605,15,4844,13,8468,611,503,0,0,33860,30004,vpn
1535,445464,1302,1116003,40,290,1500,380,40,857,16100,1615,14,64548,1115875,134397,4,76364,1093320,141838,590024027,22,910360,9706190,1503296,1045888,4700246,119381863,11496921,14,4202,12,10528,1031,939,0,0,61420,52084,vpn
183,36350,156,42768,40,198,1500,235,40,274,4420,554,70,81080,991174,152754,217,102688,1108186,170035,590022699,26897,429033,2069419,495182,1055094,16911956,80924944,23900076,5,1038,4,1221,120,102,0,0,7340,6244,vpn
2079,609900,1743,1522793,40,293,2324,376,40,873,13180,1634,13,64014,1007288,136979,3,76153,1130545,151437,590025783,27372,1360338,13390099,2063249,1043646,4836139,82461937,9632586,21,6353,18,15862,1406,1353,0,0,83180,69724,vpn
1345,288194,1312,2887823,40,214,1500,274,40,2201,19020,2282,7,32334,1135710,124381,3,35656,1051906,113932,590029106,15,1007364,4814966,1159993,1003585,11797455,57738162,15037665,28,6131,27,61443,870,1097,0,0,53820,52484,vpn
1360,441216,1219,4213249,40,324,2960,451,40,3456,27780,4307,7,34664,1250888,120251,1,37868,1098290,121290,460263567,25209,553720,6703610,1111257,1013211,4791743,10006309,3169815,15,5071,14,48428,760,976,0,0,54420,48764,vpn
813,211232,666,351627,40,259,1500,370,40,527,11720,1152,19,93983,1138503,170786,3,115253,1148991,189172,590025229,26731,746055,5639040,1025919,1062295,5392269,53316688,9056759,8,2177,6,3625,523,452,0,0,32540,26644,vpn
1427,434284,1190,824284,40,304,2960,398,40,692,13180,1365,10,68006,1183637,155223,2,83077,1214740,161899,590026438,28008,954605,10307287,1809989,1030835,4995615,30221256,4358607,14,4342,11,8242,981,858,0,0,57100,47604,vpn
1053,310770,867,818824,40,295,1500,369,40,944,13180,1751,23,68818,973495,149521,8,85306,1148514,163235,590024654,17,1306960,4477737,1279793,1051586,9595219,88285898,15479524,19,5650,15,14887,743,634,0,0,42140,34684,vpn
39,7368,33,6648,40,188,1500,314,40,201,2960,502,173,105417,973568,234640,1474,160093,1149802,302233,590025150,26708,349412,1176834,388479,1063086,53257472,539118647,161166676,3,614,2,554,23,18,0,0,1580,1324,vpn
887,226762,781,633522,40,255,1500,319,40,811,17560,1668,10,89086,1182601,180285,2,102989,1185234,181619,590025276,23954,1035628,9496150,1669678,1001697,6923691,105613602,13208315,11,3023,10,8446,623,519,0,0,35500,31244,vpn
1413,442376,1224,875194,40,313,1500,377,40,715,14640,1469,16,76330,1198297,148685,3,89850,1156308,157795,590025592,1932,1254839,18019491,2328558,1005226,5671875,58709121,10654643,16,5143,14,10176,1046,821,0,0,56540,48964,vpn
819,232956,708,606156,40,284,1500,351,40,856,19020,1812,9,60604,976985,138189,5,73211,1209870,138410,590027711,36,973031,7897270,1594225,1020237,10577060,49237109,14102783,15,4479,13,11656,575,505,0,0,32780,28324,vpn
67,12258,58,13775,40,182,1500,278,40,237,2960,449,115,98155,972357,183124,14,123914,1090634,214751,590027412,27844,324909,1118627,328611,1054527,32436340,261036422,75490220,3,645,3,725,40,33,0,0,2700,2324,vpn
3052,956496,2973,15422299,40,313,4810,424,40,5187,45300,5472,10,22691,1113988,92538,1,24377,1003479,88324,590023954,28286,1004912,17284880,2212616,1008955,7063841,58889417,9947761,41,12925,40,208409,1848,2519,0,0,122100,118924,vpn
2016,614212,1983,7089079,40,304,1500,386,40,3574,35080,4104,7,25432,1186801,94882,1,27806,1172716,94588,590024812,22232,949876,7224733,1302485,1047387,9206587,58756962,14850778,34,10410,33,120153,1240,1675,0,0,80660,79324,vpn
1678,506362,1420,1207578,40,301,2960,403,40,850,13180,1572,11,74594,1228874,164287,3,87528,1075508,176350,590024983,26806,1095733,12758932,1970070,1009394,4307286,18455646,2998721,15,4603,12,10977,1129,1030,0,0,67140,56804,vpn
1954,577686,1633,1271976,40,295,2960,390,40,778,14640,1363,13,75822,1126156,153718,3,92089,1157341,166475,590026251,27393,1552270,9873486,2032150,1029167,4708091,53384482,6541242,20,6080,17,13389,1298,1216,0,0,78180,65324,vpn
1152,363494,1021,1158094,40,315,1500,394,40,1134,14640,1993,10,52664,1162397,137492,2,61316,1088628,139373,590009953,29,1068129,9296912,1803637,1008276,9264182,56682460,13970449,19,6267,17,19967,806,746,0,0,46100,40844,vpn
2404,760302,2021,1510826,40,316,2960,407,40,747,14640,1487,14,81759,1195311,158322,12,96877,1170433,169168,590024590,5839,1817084,18408693,3096187,1001139,3784892,41950083,4800290,22,7172,19,14253,1668,1378,0,0,96180,80844,vpn
39,7494,33,6584,40,192,1500,291,40,199,1198,294,70,158960,1145436,288614,2283,205460,1190472,309276,590028373,27946,556404,2220938,662098,1052053,64940481,544007463,179674338,3,749,3,658,24,17,0,0,1580,1324,vpn
1252,408668,1138,1249850,40,326,1500,405,40,1098,21940,1721,11,63108,1090415,156758,2,70850,1113853,157354,590025539,33,1511647,10460024,2104993,1239324,9805927,79890682,15520949,23,7710,21,23582,876,829,0,0,50100,45524,vpn
